"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00207590","1903-01-01","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  127",",,6","   44",",,6","  -39",",,6","  -11",",,6",,,,
"USC00207590","1903-01-02","43.21667","-85.9",,"SLOCUM, MI US","    0","T,,6","    0",",,6","  102",",,6","   17",",,6","  -44",",,6","    6",",,6",,,,
"USC00207590","1903-01-03","43.21667","-85.9",,"SLOCUM, MI US","  102",",,6","    0","T,,6","  102",",,6","   17",",,6","  -11",",,6","    0",",,6",,,,
"USC00207590","1903-01-04","43.21667","-85.9",,"SLOCUM, MI US","    8",",,6","    8",",,6","  102",",,6","    6",",,6","  -22",",,6","   -6",",,6",,,,
"USC00207590","1903-01-05","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  102",",,6","   17",",,6"," -122",",,6","  -78",",I,6",,,,
"USC00207590","1903-01-06","43.21667","-85.9",,"SLOCUM, MI US","   25",",,6","   25",",,6","  127",",,6","  -39",",,6","  -67",",I,6","  -67",",,6",,,,
"USC00207590","1903-01-07","43.21667","-85.9",,"SLOCUM, MI US","   25",",,6","   25",",,6","  152",",,6","  -50",",,6"," -122",",,6","  -61",",,6",,,,
"USC00207590","1903-01-08","43.21667","-85.9",,"SLOCUM, MI US","    5",",,6","    5",",,6","  152",",,6","  -39",",,6"," -150",",,6","  -94",",,6",,,,
"USC00207590","1903-01-09","43.21667","-85.9",,"SLOCUM, MI US","   20",",,6","   25",",,6","  178",",,6"," -100",",,6"," -144",",,6"," -111",",,6",,,,
"USC00207590","1903-01-10","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  178",",,6","  -61",",,6"," -122",",,6","  -94",",,6",,,,
"USC00207590","1903-01-11","43.21667","-85.9",,"SLOCUM, MI US","   25",",,6","   25",",,6","  178",",,6","  -56",",,6"," -133",",,6","  -78",",,6",,,,
"USC00207590","1903-01-12","43.21667","-85.9",,"SLOCUM, MI US","   15",",,6","   13",",,6","  178",",,6","  -67",",,6"," -117",",,6"," -100",",,6",,,,
"USC00207590","1903-01-13","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  178",",,6","  -56",",,6"," -122",",,6"," -100",",,6",,,,
"USC00207590","1903-01-14","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  178",",,6","  -39",",,6"," -139",",,6","  -56",",,6",,,,
"USC00207590","1903-01-15","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  152",",,6","    0",",,6"," -106",",,6","  -22",",,6",,,,
"USC00207590","1903-01-16","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  152",",,6","   44",",,6"," -133",",,6","    0",",,6",,,,
"USC00207590","1903-01-17","43.21667","-85.9",,"SLOCUM, MI US","   10",",,6","    0",",,6","  152",",,6","    0",",,6"," -150",",,6"," -111",",,6",,,,
"USC00207590","1903-01-18","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  152",",,6","  -17",",,6"," -144",",,6"," -133",",I,6",,,,
"USC00207590","1903-01-19","43.21667","-85.9",,"SLOCUM, MI US","   13",",,6","   13",",,6","  152",",,6","  -72",",,6"," -117",",I,6","  -94",",,6",,,,
"USC00207590","1903-01-20","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  152",",,6","    0",",,6"," -117",",,6","    0",",,6",,,,
"USC00207590","1903-01-21","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  127",",,6","   -6",",,6"," -156",",,6","  -83",",,6",,,,
"USC00207590","1903-01-22","43.21667","-85.9",,"SLOCUM, MI US","    0","T,,6","    0","T,,6","  127",",,6","   11",",,6"," -106",",,6","  -44",",,6",,,,
"USC00207590","1903-01-23","43.21667","-85.9",,"SLOCUM, MI US","   10",",,6","   10",",,6","  127",",,6","  -33",",,6"," -133",",,6"," -111",",,6",,,,
"USC00207590","1903-01-24","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  127",",,6","  -67",",,6"," -133",",,6","  -89",",,6",,,,
"USC00207590","1903-01-25","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  127",",,6","  -39",",,6"," -122",",,6","  -50",",,6",,,,
"USC00207590","1903-01-26","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  102",",,6","   56",",,6"," -111",",,6","   44",",,6",,,,
"USC00207590","1903-01-27","43.21667","-85.9",,"SLOCUM, MI US","   15",",,6","    0",",,6","  102",",,6","   67",",,6","  -67",",,6","   17",",,6",,,,
"USC00207590","1903-01-28","43.21667","-85.9",,"SLOCUM, MI US","   18",",,6","    0",",,6","   76",",,6","   72",",,6","  -78",",,6","   44",",,6",,,,
"USC00207590","1903-01-29","43.21667","-85.9",,"SLOCUM, MI US","   13",",,6","    0",",,6","   51",",,6","   50",",,6","  -67",",,6","   17",",,6",,,,
"USC00207590","1903-01-30","43.21667","-85.9",,"SLOCUM, MI US","    8",",,6","   10",",,6","   51",",,6","   61",",,6","  -94",",,6","  -94",",,6",,,,
"USC00207590","1903-01-31","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","   51",",,6","   17",",,6"," -122",",,6","  -11",",I,6",,,,
"USC00207590","1903-02-01","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","   33",",,6","   17",",I,6",,,,,,
"USC00207590","1903-02-02","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","   50",",,6","   -6",",,6",,,,,,
"USC00207590","1903-02-03","43.21667","-85.9",,"SLOCUM, MI US","   51",",,6","   51",",,6","   51",",,6","   33",",,6","  -28",",,6",,,,,,
"USC00207590","1903-02-04","43.21667","-85.9",,"SLOCUM, MI US","   51",",,6","   51",",,6","  102",",,6","  -17",",,6","  -78",",,6","  -50",",,6",,,,
"USC00207590","1903-02-05","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  102",",,6","    6",",,6"," -122",",,6","  -22",",,6",,,,
"USC00207590","1903-02-06","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  102",",,6","   17",",,6"," -100",",,6","  -50",",,6",,,,
"USC00207590","1903-02-07","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  102",",,6","  -39",",,6"," -117",",,6","  -50",",,6",,,,
"USC00207590","1903-02-08","43.21667","-85.9",,"SLOCUM, MI US","   25",",,6","   25",",,6","  127",",,6","   -6",",,6","  -78",",,6","  -44",",,6",,,,
"USC00207590","1903-02-09","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  127",",,6","   17",",,6","  -72",",,6","  -22",",,6",,,,
"USC00207590","1903-02-10","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  102",",,6","   61",",,6","  -67",",,6","   39",",,6",,,,
"USC00207590","1903-02-11","43.21667","-85.9",,"SLOCUM, MI US","  102",",,6","    0","T,,6","   51",",,6","   44",",,6","  -50",",,6","   17",",,6",,,,
"USC00207590","1903-02-12","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","   51",",,6","   28",",,6","  -44",",,6","   -6",",,6",,,,
"USC00207590","1903-02-13","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","   51",",,6","   17",",,6","  -83",",,6","  -50",",,6",,,,
"USC00207590","1903-02-14","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","   51",",,6","  -22",",,6","  -72",",,6","  -50",",,6",,,,
"USC00207590","1903-02-15","43.21667","-85.9",,"SLOCUM, MI US","   25",",,6","   25",",,6","   76",",,6","  -44",",,6","  -67",",,6","  -56",",,6",,,,
"USC00207590","1903-02-16","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","   76",",,6","  -28",",,6"," -111",",,6","  -44",",,6",,,,
"USC00207590","1903-02-17","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6","   76",",,6",,,,,,,,,,
"USC00207590","1903-02-18","43.21667","-85.9",,"SLOCUM, MI US","   51",",,6","   51",",,6","  127",",,6",,,,,,,,,,
"USC00207590","1903-02-19","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6","    0",",,6","  152",",,6",,,,,,,,,,
"USC00207590","1903-02-20","43.21667","-85.9",,"SLOCUM, MI US","   13",",,6","   13",",,6","  152",",,6",,,,,,,,,,
"USC00207590","1903-02-21","43.21667","-85.9",,"SLOCUM, MI US","   13",",,6","   13",",,6","  152",",,6",,," -122",",,6",,,,,,
"USC00207590","1903-02-22","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  152",",,6",,,"  -94",",,6",,,,,,
"USC00207590","1903-02-23","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  152",",,6",,,"  -44",",,6",,,,,,
"USC00207590","1903-02-24","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  152",",,6",,,,,,,,,,
"USC00207590","1903-02-25","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  152",",,6",,,,,,,,,,
"USC00207590","1903-02-26","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","  127",",,6",,,,,,,,,,
"USC00207590","1903-02-27","43.21667","-85.9",,"SLOCUM, MI US","  142",",,6","    0","T,,6","    0",",,6",,,,,,,,,,
"USC00207590","1903-02-28","43.21667","-85.9",,"SLOCUM, MI US","   25",",,6","    0","T,,6","    0",",,6",,,,,,,,,,
"USC00207590","1903-03-01","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-02","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-03","43.21667","-85.9",,"SLOCUM, MI US","   15",",,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-04","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-05","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-06","43.21667","-85.9",,"SLOCUM, MI US","    8",",,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-07","43.21667","-85.9",,"SLOCUM, MI US","   13",",,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-08","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-09","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-10","43.21667","-85.9",,"SLOCUM, MI US","   10",",,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-11","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-12","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-13","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-14","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-15","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-16","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-17","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-18","43.21667","-85.9",,"SLOCUM, MI US","    3",",,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-19","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-20","43.21667","-85.9",,"SLOCUM, MI US","   25",",,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-21","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-22","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-23","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-24","43.21667","-85.9",,"SLOCUM, MI US","   20",",,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-25","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-26","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-27","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-28","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-29","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-30","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-03-31","43.21667","-85.9",,"SLOCUM, MI US","    0","P,,6",,,"    0",",,6",,,,,,,,,,
"USC00207590","1903-04-01","43.21667","-85.9",,"SLOCUM, MI US","    8",",,6","    0",",,6","    0",",,6","  139",",,6",,,"  128",",I,6",,,,
"USC00207590","1903-04-02","43.21667","-85.9",,"SLOCUM, MI US","   15",",,6","    0",",,6","    0",",,6","  100",",I,6",,,"   94",",I,6",,,,
"USC00207590","1903-04-03","43.21667","-85.9",,"SLOCUM, MI US","    0","T,,6","    0",",,6","    0",",,6","  -11",",I,6",,,"  -44",",,6",,,,
"USC00207590","1903-04-04","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","   33",",,6",,,"   11",",,6",,,,
"USC00207590","1903-04-05","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","   56",",,6",,,"   50",",,6",,,,
"USC00207590","1903-04-06","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","   78",",,6",,,"   61",",,6",,,,
"USC00207590","1903-04-07","43.21667","-85.9",,"SLOCUM, MI US","    5",",,6","    0",",,6","    0",",,6","   89",",,6",,,"   83",",,6",,,,
"USC00207590","1903-04-08","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","   94",",,6",,,"   83",",,6",,,,
"USC00207590","1903-04-09","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","  100",",,6",,,"   83",",,6",,,,
"USC00207590","1903-04-10","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","  106",",,6",,,"   89",",,6",,,,
"USC00207590","1903-04-11","43.21667","-85.9",,"SLOCUM, MI US","   13",",,6","    0",",,6","    0",",,6","   89",",,6",,,"   33",",,6",,,,
"USC00207590","1903-04-12","43.21667","-85.9",,"SLOCUM, MI US","   43",",,6","    0",",,6","    0",",,6","   61",",,6",,,"   56",",I,6",,,,
"USC00207590","1903-04-13","43.21667","-85.9",,"SLOCUM, MI US","   33",",,6","    0",",,6","    0",",,6","   44",",I,6",,,"   33",",,6",,,,
"USC00207590","1903-04-14","43.21667","-85.9",,"SLOCUM, MI US","   30",",,6","    0",",,6","    0",",,6","   56",",,6",,,"   44",",,6",,,,
"USC00207590","1903-04-15","43.21667","-85.9",,"SLOCUM, MI US","   18",",,6","    0",",,6","    0",",,6","   72",",,6",,,"   67",",,6",,,,
"USC00207590","1903-04-16","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","   89",",,6",,,"   83",",,6",,,,
"USC00207590","1903-04-17","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","  100",",,6",,,"   78",",,6",,,,
"USC00207590","1903-04-18","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","  117",",,6",,,"   89",",,6",,,,
"USC00207590","1903-04-19","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","   94",",,6",,,"   78",",,6",,,,
"USC00207590","1903-04-20","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","   89",",,6",,,"   72",",I,6",,,,
"USC00207590","1903-04-21","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","   39",",I,6",,,"   17",",,6",,,,
"USC00207590","1903-04-22","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","   72",",,6",,,"   61",",,6",,,,
"USC00207590","1903-04-23","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","  144",",,6",,,"   89",",,6",,,,
"USC00207590","1903-04-24","43.21667","-85.9",,"SLOCUM, MI US","   94",",,6","    0",",,6","    0",",,6","   89",",,6",,,"   44",",,6",,,,
"USC00207590","1903-04-25","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","   83",",,6",,,"   72",",,6",,,,
"USC00207590","1903-04-26","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","   78",",,6",,,"   56",",,6",,,,
"USC00207590","1903-04-27","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","  128",",,6",,,"  122",",,6",,,,
"USC00207590","1903-04-28","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","  167",",,6",,,"  156",",,6",,,,
"USC00207590","1903-04-29","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6","  156",",,6",,,"  133",",I,6",,,,
"USC00207590","1903-04-30","43.21667","-85.9",,"SLOCUM, MI US","   28",",,6","    0",",,6","    0",",,6","   83",",I,6",,,"   61",",,6",,,,
"USC00207590","1903-05-01","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"   56",",,6",,,,
"USC00207590","1903-05-02","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"   72",",,6",,,,
"USC00207590","1903-05-03","43.21667","-85.9",,"SLOCUM, MI US","    8",",,6",,,"    0",",,6",,,,,"   33",",,6",,,,
"USC00207590","1903-05-04","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"  106",",,6",,,,
"USC00207590","1903-05-05","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"   94",",,6",,,,
"USC00207590","1903-05-06","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"   83",",,6",,,,
"USC00207590","1903-05-07","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"  100",",,6",,,,
"USC00207590","1903-05-08","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"  100",",,6",,,,
"USC00207590","1903-05-09","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"  117",",,6",,,,
"USC00207590","1903-05-10","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"  117",",,6",,,,
"USC00207590","1903-05-11","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"  122",",,6",,,,
"USC00207590","1903-05-12","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"  117",",,6",,,,
"USC00207590","1903-05-13","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"  111",",,6",,,,
"USC00207590","1903-05-14","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"  111",",,6",,,,
"USC00207590","1903-05-15","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"   94",",,6",,,,
"USC00207590","1903-05-16","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"  117",",,6",,,,
"USC00207590","1903-05-17","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"  117",",,6",,,,
"USC00207590","1903-05-18","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"  133",",,6",,,,
"USC00207590","1903-05-19","43.21667","-85.9",,"SLOCUM, MI US","   18",",,6","    0",",,6","    0",",,6",,,,,"  117",",,6",,,,
"USC00207590","1903-05-20","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"  194",",,6",,,,
"USC00207590","1903-05-21","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"  200",",,6",,,,
"USC00207590","1903-05-22","43.21667","-85.9",,"SLOCUM, MI US","   13",",,6","    0",",,6","    0",",,6",,,,,"  161",",,6",,,,
"USC00207590","1903-05-23","43.21667","-85.9",,"SLOCUM, MI US","   18",",,6","    0",",,6","    0",",,6",,,,,"  139",",,6",,,,
"USC00207590","1903-05-24","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"  206",",,6",,,,
"USC00207590","1903-05-25","43.21667","-85.9",,"SLOCUM, MI US","    0",",,6","    0",",,6","    0",",,6",,,,,"  172",",,6",,,,
"USC00207590","1903-05-26","43.21667","-85.9",,"SLOCUM, MI US","   79",",,6","    0",",,6","    0",",,6",,,,,"  144",",,6",,,,
