"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00126056","1912-02-13","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   89",",,6"," -161",",,6",,,,,,,,,"  -44",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-02-14","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   94",",,6","  -56",",,6",,,,,,,,,"   22",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-02-15","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   89",",,6","  -67",",,6",,,,,,,,,"   17",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-02-16","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   94",",,6","  -67",",,6",,,,,,,,,"   22",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-02-17","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  100",",,6","  -61",",,6",,,,,,,,,"   61",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-02-18","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   67",",,6","  -28",",,6",,,,,,,,,"   56",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-02-19","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   25",",,6,","    0",",,6,",,,"   56",",,6","    0",",,6",,,,,,,,,"   22",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-02-20","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   28",",,6","  -33",",,6",,,,,,,,,"   17",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-02-21","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  356",",,6,","  356",",,6,",,,"   17",",,6","  -67",",,6",,,,,,,,,"  -67",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-02-22","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  -11",",,6"," -106",",,6",,,,,,,,,"  -78",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-02-23","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   72",",,6"," -117",",,6",,,,,,,,,"    0",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-02-24","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  139",",,6","  -33",",,6",,,,,,,,,"   50",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-02-25","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  305",",,6,","    0",",,6,",,,"  122",",,6","   17",",,6",,,,,,,,,"   33",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-02-26","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  111",",,6","  -17",",,6",,,,,,,,,"  -17",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-02-27","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   11",",,6","  -67",",,6",,,,,,,,,"  -33",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-02-28","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","T,,6,","    0","T,,6,",,,"   50",",,6","  -72",",,6",,,,,,,,,"  -28",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-02-29","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"    0",",,6","  -56",",,6",,,,,,,,,"  -33",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-01","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   -6",",,6"," -117",",,6",,,,,,,,,"  -61",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-02","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   33",",,6"," -128",",,6",,,,,,,,,"  -44",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-03","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  102",",,6,","  102",",,6,","  102",",,6,","    6",",,6","  -61",",,6",,,,,,,,,"  -50",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-04","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   83",",,6","  -78",",,6",,,,,,,,,"  -28",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-05","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   28",",,6","  -89",",,6",,,,,,,,,"  -39",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-06","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   72",",,6"," -117",",,6",,,,,,,,,"    0",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-07","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   89",",,6,","    0",",,6,",,,"   83",",,6","  -61",",,6",,,,,,,,,"   28",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-08","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   50",",,6","   11",",,6",,,,,,,,,"   17",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-09","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   17",",,6","  -78",",,6",,,,,,,,,"  -61",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-10","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    3",",,6,","   25",",,6,","   25",",,6,","   39",",,6"," -122",",,6",,,,,,,,,"  -11",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-11","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   43",",,6,","    0",",,6,",,,"   83",",,6","  -28",",,6",,,,,,,,,"    6",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-12","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    5",",,6,","    0",",,6,",,,"   56",",,6","    6",",,6",,,,,,,,,"   11",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-13","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   83",",,6","  -44",",,6",,,,,,,,,"   17",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-14","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   94",",,6,","    0",",,6,",,,"  117",",,6","   -6",",,6",,,,,,,,,"   -6",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-15","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   76",",,6,","    0",",,6,",,,"   -6",",,6","  -17",",,6",,,,,,,,,"  -11",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-16","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"    6",",,6","  -33",",,6",,,,,,,,,"    0",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-17","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  161",",,6","  -22",",,6",,,,,,,,,"   83",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-18","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  128",",,6","    0",",,6",,,,,,,,,"   56",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-19","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  109",",,6,","    0",",,6,",,,"  183",",,6","   33",",,6",,,,,,,,,"  100",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-20","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   71",",,6,","    0",",,6,",,,"  117",",,6","    0",",,6",,,,,,,,,"   17",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-21","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  150",",,6,","    0",",,6,",,,"  100",",,6","  -28",",,6",,,,,,,,,"  -22",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-22","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   61",",,6","  -44",",,6",,,,,,,,,"  -11",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-23","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   13",",,6,","    0",",,6,",,,"  106",",,6","  -44",",,6",,,,,,,,,"   33",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-24","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  305",",,6,","   38",",,6,","   51",",,6,","   33",",,6","  -28",",,6",,,,,,,,,"  -28",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-25","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   56",",,6"," -128",",,6",,,,,,,,,"  -11",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-26","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  139",",,6","  -22",",,6",,,,,,,,,"  106",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-27","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    3",",,6,","    0",",,6,",,,"  183",",,6","    6",",,6",,,,,,,,,"   67",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-28","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   61",",,6,","    0",",,6,",,,"   94",",,6","   33",",,6",,,,,,,,,"   44",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-29","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  221",",,6,","    0",",,6,",,,"  117",",,6","   39",",,6",,,,,,,,,"   67",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-30","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  128",",,6","    6",",,6",,,,,,,,,"   44",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-03-31","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  172",",,6","   28",",,6",,,,,,,,,"  156",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-01","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   48",",,6,","    0",",,6,",,,"  172",",,6","   83",",,6",,,,,,,,,"  139",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-02","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  211",",,6,","    0","T,,6,",,,"  139",",,6","  -11",",,6",,,,,,,,,"  -11",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-03","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"   72",",,6","  -33",",,6",,,,,,,,,"   11",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-04","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  211",",,6","  -22",",,6",,,,,,,,,"  156",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-05","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  228",",,6","  100",",,6",,,,,,,,,"  156",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-06","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  188",",,6,","    0",",,6,",,,"  233",",,6","   89",",,6",,,,,,,,,"   89",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-07","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","T,,6,","    0","T,,6,",,,"   89",",,6","   39",",,6",,,,,,,,,"   56",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-08","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  128",",,6","  -33",",,6",,,,,,,,,"   72",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-09","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   13",",,6,","    0",",,6,",,,"  183",",,6","    6",",,6",,,,,,,,,"  167",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-10","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  211",",,6","   83",",,6",,,,,,,,,"  133",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-11","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  222",",,6","   78",",,6",,,,,,,,,"  156",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-12","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   23",",,6,","    0",",,6,",,,"  233",",,6","  122",",,6",,,,,,,,,"  150",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-13","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  198",",,6,","    0",",,6,",,,"  222",",,6","  128",",,6",,,,,,,,,"  139",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-14","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  256",",,6","  133",",,6",,,,,,,,,"  222",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-15","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  267",",,6","  128",",,6",,,,,,,,,"  194",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-16","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  211",",,6","   94",",,6",,,,,,,,,"  144",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-17","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  241",",,6,","    0",",,6,",,,"  156",",,6","   89",",,6",,,,,,,,,"  100",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-18","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","T,,6,","    0",",,6,",,,"  100",",,6","   17",",,6",,,,,,,,,"   28",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-19","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","T,,6,","    0",",,6,",,,"  156",",,6","  -28",",,6",,,,,,,,,"  117",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-20","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  183",",,6","   72",",,6",,,,,,,,,"  128",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-21","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","T,,6,","    0",",,6,",,,"  206",",,6","   83",",,6",,,,,,,,,"   83",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-22","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   64",",,6,","    0",",,6,",,,"  189",",,6","   61",",,6",,,,,,,,,"   72",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-23","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  172",",,6","    0",",,6",,,,,,,,,"  167",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-24","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  222",",,6","   44",",,6",,,,,,,,,"  167",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-25","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    3",",,6,","    0",",,6,",,,"  233",",,6","   72",",,6",,,,,,,,,"  211",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-26","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  297",",,6,","    0",",,6,",,,"  211",",,6","  117",",,6",,,,,,,,,"  156",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-27","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  189",",,6","   89",",,6",,,,,,,,,"  133",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-28","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  114",",,6,","    0",",,6,",,,"  161",",,6","   78",",,6",,,,,,,,,"  133",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-29","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  222",",,6","  100",",,6",,,,,,,,,"  111",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-04-30","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,","    0",",,6,",,,"  139",",,6","  111",",,6",,,,,,,,,"  111",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-01","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  239",",,6","   94",",,6",,,,,,,,,"  217",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-02","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  300",",,6","  117",",,6",,,,,,,,,"  239",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-03","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  294",",,6","  150",",,6",,,,,,,,,"  239",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-04","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  289",",,6","  167",",,6",,,,,,,,,"  228",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-05","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  206",",,6,",,,,,"  278",",,6","  161",",,6",,,,,,,,,"  183",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-06","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    3",",,6,",,,,,"  228",",,6","  139",",,6",,,,,,,,,"  167",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-07","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  283",",,6","  111",",,6",,,,,,,,,"  228",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-08","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  244",",,6","  100",",,6",,,,,,,,,"  139",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-09","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   25",",,6,",,,,,"  200",",,6","   89",",,6",,,,,,,,,"  178",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-10","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  256",",,6","  178",",,6",,,,,,,,,"  206",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-11","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  409",",,6,",,,,,"  250",",,6","  178",",,6",,,,,,,,,"  178",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-12","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","  107",",,6,",,,,,"  178",",,6","   67",",,6",,,,,,,,,"   72",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-13","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  183",",,6","   22",",,6",,,,,,,,,"  128",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-14","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  206",",,6","   67",",,6",,,,,,,,,"  133",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-15","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  211",",,6","   67",",,6",,,,,,,,,"  128",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-16","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  200",",,6","   72",",,6",,,,,,,,,"   89",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-17","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  156",",,6","   83",",,6",,,,,,,,,"   89",",I,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-18","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  256",",,6","  100",",I,6",,,,,,,,,"  156",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-19","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  289",",,6","  139",",,6",,,,,,,,,"  217",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-20","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  272",",,6","  150",",,6",,,,,,,,,"  178",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-21","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  283",",,6","  122",",,6",,,,,,,,,"  244",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-22","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  294",",,6","  128",",,6",,,,,,,,,"  228",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-23","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  306",",,6","  161",",,6",,,,,,,,,"  244",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-24","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   64",",,6,",,,,,"  300",",,6","  161",",,6",,,,,,,,,"  200",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-25","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  256",",,6","  200",",,6",,,,,,,,,"  206",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-26","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  272",",,6","   89",",,6",,,,,,,,,"  233",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-27","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","    0","P,,6,",,,,,"  317",",,6","  161",",,6",,,,,,,,,"  244",",,6",,,,,,,,,,,,,,,,
"USC00126056","1912-05-28","39.2401","-86.2295","210.3","NASHVILLE 2 NNE, IN US","   51",",,6,",,,,,"  250",",,6","  172",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
