"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USC00304942","1893-01-28","43.1","-77.0","129.8","LYONS, NY US",,,"    0","T,,6",,,"   33",",,6"," -117",",,6",,,,
"USC00304942","1893-01-29","43.1","-77.0","129.8","LYONS, NY US","   46",",,6","    0",",,6",,,"   61",",,6","  -17",",I,6",,,,
"USC00304942","1893-01-30","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6","    0",",,6",,,"  -28",",I,6","  -50",",,6",,,,
"USC00304942","1893-01-31","43.1","-77.0","129.8","LYONS, NY US","   51",",,6","   51",",,6",,,"  -28",",,6","  -67",",,6",,,,
"USC00304942","1893-02-01","43.1","-77.0","129.8","LYONS, NY US","   89",",,6","   89",",,6",,,"   39",",,6","  -67",",,6",,,,
"USC00304942","1893-02-02","43.1","-77.0","129.8","LYONS, NY US","   20",",,6","   20",",,6",,,"   11",",,6","  -83",",,6",,,,
"USC00304942","1893-02-03","43.1","-77.0","129.8","LYONS, NY US","   15",",,6",,,,,"   33",",,6","  -89",",,6",,,,
"USC00304942","1893-02-04","43.1","-77.0","129.8","LYONS, NY US","   25",",,6","   25",",,6",,,"  -89",",,6"," -139",",,6",,,,
"USC00304942","1893-02-05","43.1","-77.0","129.8","LYONS, NY US",,,,,,,"  -56",",,6"," -156",",,6",,,,
"USC00304942","1893-02-06","43.1","-77.0","129.8","LYONS, NY US","   25",",,6","   25",",,6",,,"   61",",,6","  -56",",,6",,,,
"USC00304942","1893-02-07","43.1","-77.0","129.8","LYONS, NY US","   28",",,6",,,,,"  -28",",,6"," -117",",,6",,,,
"USC00304942","1893-02-08","43.1","-77.0","129.8","LYONS, NY US",,,,,,," -100",",,6"," -128",",,6",,,,
"USC00304942","1893-02-09","43.1","-77.0","129.8","LYONS, NY US","   15",",,6",,,,,"   11",",,6"," -122",",,6",,,,
"USC00304942","1893-02-10","43.1","-77.0","129.8","LYONS, NY US",,,,,,,"   61",",,6","  -11",",,6",,,,
"USC00304942","1893-02-11","43.1","-77.0","129.8","LYONS, NY US",,,,,,,"    0",",,6","  -22",",,6",,,,
"USC00304942","1893-02-12","43.1","-77.0","129.8","LYONS, NY US",,,,,,,"    6",",,6","  -72",",,6",,,,
"USC00304942","1893-02-13","43.1","-77.0","129.8","LYONS, NY US",,,,,,,"    0",",,6","  -39",",,6",,,,
"USC00304942","1893-02-14","43.1","-77.0","129.8","LYONS, NY US","   13",",,6","   13",",,6",,,"   50",",,6","  -39",",,6",,,,
"USC00304942","1893-02-15","43.1","-77.0","129.8","LYONS, NY US",,,,,,,"   72",",,6","    0",",,6",,,,
"USC00304942","1893-02-16","43.1","-77.0","129.8","LYONS, NY US","   20",",,6","   20",",,6",,,"    6",",,6","  -72",",,6",,,,
"USC00304942","1893-02-17","43.1","-77.0","129.8","LYONS, NY US",,,,,,,"  -78",",,6"," -150",",,6",,,,
"USC00304942","1893-02-18","43.1","-77.0","129.8","LYONS, NY US","  178",",,6","  178",",,6",,,"  -61",",,6"," -106",",,6",,,,
"USC00304942","1893-02-19","43.1","-77.0","129.8","LYONS, NY US",,,,,,,"  -11",",,6","  -72",",,6",,,,
"USC00304942","1893-02-20","43.1","-77.0","129.8","LYONS, NY US","  152",",,6","  152",",,6",,,"  -67",",,6",,,,,,
"USC00304942","1893-02-21","43.1","-77.0","129.8","LYONS, NY US",,,,,,,"  -56",",,6"," -150",",,6",,,,
"USC00304942","1893-02-22","43.1","-77.0","129.8","LYONS, NY US","  140",",,6","  140",",,6",,,"  -56",",,6","  -78",",,6",,,,
"USC00304942","1893-02-23","43.1","-77.0","129.8","LYONS, NY US","   89",",,6","   89",",,6",,,"  -11",",,6","  -67",",,6",,,,
"USC00304942","1893-02-24","43.1","-77.0","129.8","LYONS, NY US",,,,,,,"  -28",",,6","  -83",",,6",,,,
"USC00304942","1893-02-25","43.1","-77.0","129.8","LYONS, NY US",,,"    0","T,,6",,,"    6",",,6","  -94",",,6",,,,
"USC00304942","1893-02-26","43.1","-77.0","129.8","LYONS, NY US",,,,,,,"  -28",",,6","  -72",",,6",,,,
"USC00304942","1893-02-27","43.1","-77.0","129.8","LYONS, NY US",,,,,,,"  -22",",,6"," -128",",,6",,,,
"USC00304942","1893-02-28","43.1","-77.0","129.8","LYONS, NY US",,,,,,,"   28",",,6"," -100",",,6",,,,
"USC00304942","1893-03-01","43.1","-77.0","129.8","LYONS, NY US",,,"    0",",,6",,,"   17",",,6","  -17",",,6",,,,
"USC00304942","1893-03-02","43.1","-77.0","129.8","LYONS, NY US",,,"    0","T,,6",,,"  -22",",,6","  -50",",,6",,,,
"USC00304942","1893-03-03","43.1","-77.0","129.8","LYONS, NY US",,,"    0","T,,6",,,"    6",",,6","  -56",",,6",,,,
"USC00304942","1893-03-04","43.1","-77.0","129.8","LYONS, NY US","   76",",,6","   76",",,6",,,"  -17",",,6"," -100",",,6",,,,
"USC00304942","1893-03-05","43.1","-77.0","129.8","LYONS, NY US","   51",",,6","   51",",,6",,,"  -39",",,6"," -106",",,6",,,,
"USC00304942","1893-03-06","43.1","-77.0","129.8","LYONS, NY US",,,"    0",",,6",,,"    6",",,6","  -67",",,6",,,,
"USC00304942","1893-03-07","43.1","-77.0","129.8","LYONS, NY US",,,"    0",",,6",,,"   39",",,6","  -33",",,6",,,,
"USC00304942","1893-03-08","43.1","-77.0","129.8","LYONS, NY US",,,"    0",",,6",,,"   94",",,6","  -33",",,6",,,,
"USC00304942","1893-03-09","43.1","-77.0","129.8","LYONS, NY US","   15",",,6","    0",",,6",,,"   56",",,6","   17",",,6",,,,
"USC00304942","1893-03-10","43.1","-77.0","129.8","LYONS, NY US",,,"    0",",,6",,,"   72",",,6","  -17",",,6",,,,
"USC00304942","1893-03-11","43.1","-77.0","129.8","LYONS, NY US",,,"    0",",,6",,,"   61",",,6","   22",",,6",,,,
"USC00304942","1893-03-12","43.1","-77.0","129.8","LYONS, NY US","    0","T,,6","    0",",,6",,,"   61",",,6","   22",",,6",,,,
"USC00304942","1893-03-13","43.1","-77.0","129.8","LYONS, NY US",,,"    0",",,6",,,"   22",",,6","  -22",",,6",,,,
"USC00304942","1893-03-14","43.1","-77.0","129.8","LYONS, NY US","   20",",,6","    0","T,,6",,,"   61",",,6","  -11",",,6",,,,
"USC00304942","1893-03-15","43.1","-77.0","129.8","LYONS, NY US",,,"    0",",,6",,,"   17",",,6"," -100",",,6",,,,
"USC00304942","1893-03-16","43.1","-77.0","129.8","LYONS, NY US","   76",",,6","   76",",,6",,,"  -56",",,6"," -106",",,6",,,,
"USC00304942","1893-03-17","43.1","-77.0","129.8","LYONS, NY US",,,"    0",",,6",,,"   28",",,6","  -67",",,6",,,,
"USC00304942","1893-03-18","43.1","-77.0","129.8","LYONS, NY US",,,"    0",",,6",,,"  -39",",,6","  -89",",,6",,,,
"USC00304942","1893-03-19","43.1","-77.0","129.8","LYONS, NY US",,,"    0",",,6",,,"    6",",,6","  -94",",,6",,,,
"USC00304942","1893-03-20","43.1","-77.0","129.8","LYONS, NY US",,,"    0","T,,6",,,"   61",",,6","  -28",",,6",,,,
"USC00304942","1893-03-21","43.1","-77.0","129.8","LYONS, NY US","   46",",,6","    0",",,6",,,"   61",",,6","   28",",,6",,,,
"USC00304942","1893-03-22","43.1","-77.0","129.8","LYONS, NY US",,,"    0",",,6",,,"   28",",,6","  -28",",,6",,,,
"USC00304942","1893-03-23","43.1","-77.0","129.8","LYONS, NY US","   25",",,6","   25",",,6",,,"   50",",,6","  -39",",,6",,,,
"USC00304942","1893-03-24","43.1","-77.0","129.8","LYONS, NY US",,,"    0",",,6",,,"  122",",,6","   39",",,6",,,,
"USC00304942","1893-03-25","43.1","-77.0","129.8","LYONS, NY US",,,"    0",",,6",,,"   67",",,6","    0",",,6",,,,
"USC00304942","1893-03-26","43.1","-77.0","129.8","LYONS, NY US",,,"    0","T,,6",,,"   28",",,6","  -11",",,6",,,,
"USC00304942","1893-03-27","43.1","-77.0","129.8","LYONS, NY US",,,"    0",",,6",,,"   28",",,6","  -33",",,6",,,,
"USC00304942","1893-03-28","43.1","-77.0","129.8","LYONS, NY US",,,"    0",",,6",,,"  -22",",,6","  -61",",,6",,,,
"USC00304942","1893-03-29","43.1","-77.0","129.8","LYONS, NY US",,,"    0",",,6",,,"   39",",,6","  -67",",,6",,,,
"USC00304942","1893-03-30","43.1","-77.0","129.8","LYONS, NY US","    0","T,,6","    0",",,6",,,"   61",",,6","   17",",,6",,,,
"USC00304942","1893-03-31","43.1","-77.0","129.8","LYONS, NY US",,,"    0",",,6",,,"   72",",,6","   17",",,6",,,,
"USC00304942","1893-04-01","43.1","-77.0","129.8","LYONS, NY US","   10",",,6","    0",",,6",,,"  128",",,6","   22",",,6",,,,
"USC00304942","1893-04-02","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6","    0",",,6",,,"   22",",,6","  -39",",,6",,,,
"USC00304942","1893-04-03","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6","    0",",,6",,,"  178",",,6","   -6",",,6",,,,
"USC00304942","1893-04-04","43.1","-77.0","129.8","LYONS, NY US","    0","T,,6","    0",",,6",,,"  200",",,6","   39",",,6",,,,
"USC00304942","1893-04-05","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6","    0",",,6",,,"   61",",,6","    6",",,6",,,,
"USC00304942","1893-04-06","43.1","-77.0","129.8","LYONS, NY US","   64",",,6","   64",",,6",,,"   17",",,6","  -17",",,6",,,,
"USC00304942","1893-04-07","43.1","-77.0","129.8","LYONS, NY US","   15",",,6","    0",",,6",,,"   50",",,6","  -22",",,6",,,,
"USC00304942","1893-04-08","43.1","-77.0","129.8","LYONS, NY US","   20",",,6","    0",",,6",,,"  233",",,6","   39",",,6",,,,
"USC00304942","1893-04-09","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6","    0",",,6",,,"   89",",,6","   17",",,6",,,,
"USC00304942","1893-04-10","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6","    0",",,6",,,"   89",",,6","   22",",,6",,,,
"USC00304942","1893-04-11","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6","    0",",,6",,,"  144",",,6","  -11",",,6",,,,
"USC00304942","1893-04-12","43.1","-77.0","129.8","LYONS, NY US","   30",",,6","    0",",,6",,,"   94",",,6","   72",",,6",,,,
"USC00304942","1893-04-13","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6","    0",",,6",,,"  228",",,6","   83",",,6",,,,
"USC00304942","1893-04-14","43.1","-77.0","129.8","LYONS, NY US","    0","T,,6","    0",",,6",,,"   83",",,6","    6",",,6",,,,
"USC00304942","1893-04-15","43.1","-77.0","129.8","LYONS, NY US","  178",",,6","  178",",,6",,,"   11",",,6","    0",",,6",,,,
"USC00304942","1893-04-16","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6","    0",",,6",,,"   61",",,6","  -28",",,6",,,,
"USC00304942","1893-04-17","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6","    0",",,6",,,"  133",",,6","    0",",,6",,,,
"USC00304942","1893-04-18","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6","    0",",,6",,,"   83",",,6","   11",",,6",,,,
"USC00304942","1893-04-19","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6","    0",",,6",,,"   67",",,6","    6",",,6",,,,
"USC00304942","1893-04-20","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6","    0",",,6",,,"   61",",,6","   11",",,6",,,,
"USC00304942","1893-04-21","43.1","-77.0","129.8","LYONS, NY US","   76",",,6","    0",",,6",,,"  150",",,6","   33",",,6",,,,
"USC00304942","1893-04-22","43.1","-77.0","129.8","LYONS, NY US","   30",",,6","    0",",,6",,,"   67",",,6","   33",",,6",,,,
"USC00304942","1893-04-23","43.1","-77.0","129.8","LYONS, NY US","    0","T,,6","    0",",,6",,,"   83",",,6","   28",",,6",,,,
"USC00304942","1893-04-24","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6","    0",",,6",,,"   89",",,6","   17",",,6",,,,
"USC00304942","1893-04-25","43.1","-77.0","129.8","LYONS, NY US","    0","T,,6","    0",",,6",,,"   83",",,6","   17",",,6",,,,
"USC00304942","1893-04-26","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6","    0",",,6",,,"  133",",,6","  -28",",,6",,,,
"USC00304942","1893-04-27","43.1","-77.0","129.8","LYONS, NY US","    0","T,,6","    0",",,6",,,"  128",",,6","   50",",,6",,,,
"USC00304942","1893-04-28","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6","    0",",,6",,,"  150",",,6","   56",",,6",,,,
"USC00304942","1893-04-29","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6","    0",",,6",,,"  100",",,6","   61",",,6",,,,
"USC00304942","1893-04-30","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6","    0",",,6",,,"  133",",,6","   39",",,6",,,,
"USC00304942","1893-05-01","43.1","-77.0","129.8","LYONS, NY US","  122",",,6",,,,,"  167",",,6","   72",",,6",,,,
"USC00304942","1893-05-02","43.1","-77.0","129.8","LYONS, NY US","   64",",,6",,,,,"  172",",,6","  111",",,6",,,,
"USC00304942","1893-05-03","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  133",",,6","   89",",,6",,,,
"USC00304942","1893-05-04","43.1","-77.0","129.8","LYONS, NY US","  292",",,6",,,,,"   89",",,6","   44",",,6",,,,
"USC00304942","1893-05-05","43.1","-77.0","129.8","LYONS, NY US","  152",",,6",,,,,"   94",",,6","   44",",,6",,,,
"USC00304942","1893-05-06","43.1","-77.0","129.8","LYONS, NY US","    0","T,,6",,,,,"  122",",,6","   50",",,6",,,,
"USC00304942","1893-05-07","43.1","-77.0","129.8","LYONS, NY US","    0","T,,6",,,,,"  128",",,6","   61",",,6",,,,
"USC00304942","1893-05-08","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  183",",,6","   50",",,6",,,,
"USC00304942","1893-05-09","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  206",",,6","   56",",,6",,,,
"USC00304942","1893-05-10","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  233",",,6","   72",",,6",,,,
"USC00304942","1893-05-11","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  272",",,6","  100",",,6",,,,
"USC00304942","1893-05-12","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  283",",,6","  144",",,6",,,,
"USC00304942","1893-05-13","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  233",",,6","  150",",,6",,,,
"USC00304942","1893-05-14","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  156",",,6","  117",",,6",,,,
"USC00304942","1893-05-15","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  206",",,6","  106",",,6",,,,
"USC00304942","1893-05-16","43.1","-77.0","129.8","LYONS, NY US","    0","T,,6",,,,,"  167",",,6","  128",",,6",,,,
"USC00304942","1893-05-17","43.1","-77.0","129.8","LYONS, NY US","   66",",,6",,,,,"  128",",,6","   94",",,6",,,,
"USC00304942","1893-05-18","43.1","-77.0","129.8","LYONS, NY US","  394",",,6",,,,,"  100",",,6","   78",",,6",,,,
"USC00304942","1893-05-19","43.1","-77.0","129.8","LYONS, NY US","  112",",,6",,,,,"  139",",,6","   39",",,6",,,,
"USC00304942","1893-05-20","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  250",",,6","   56",",,6",,,,
"USC00304942","1893-05-21","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  222",",,6","  139",",,6",,,,
"USC00304942","1893-05-22","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  239",",,6","   94",",,6",,,,
"USC00304942","1893-05-23","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  306",",,6","  111",",,6",,,,
"USC00304942","1893-05-24","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  150",",,6","   72",",,6",,,,
"USC00304942","1893-05-25","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  250",",,6","   94",",,6",,,,
"USC00304942","1893-05-26","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  150",",,6","   50",",,6",,,,
"USC00304942","1893-05-27","43.1","-77.0","129.8","LYONS, NY US","   38",",,6",,,,,"  178",",,6","   89",",,6",,,,
"USC00304942","1893-05-28","43.1","-77.0","129.8","LYONS, NY US","    0","T,,6",,,,,"  161",",,6","   78",",,6",,,,
"USC00304942","1893-05-29","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  194",",,6","   61",",,6",,,,
"USC00304942","1893-05-30","43.1","-77.0","129.8","LYONS, NY US","    0","T,,6",,,,,"  211",",,6","  100",",,6",,,,
"USC00304942","1893-05-31","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  217",",,6","   89",",,6",,,,
"USC00304942","1893-06-01","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  228",",,6","  144",",,6",,,,
"USC00304942","1893-06-02","43.1","-77.0","129.8","LYONS, NY US","    0","T,,6",,,,,"  239",",,6","  172",",,6",,,,
"USC00304942","1893-06-03","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  300",",,6","  178",",,6",,,,
"USC00304942","1893-06-04","43.1","-77.0","129.8","LYONS, NY US","    0","T,,6",,,,,"  278",",,6","  194",",,6",,,,
"USC00304942","1893-06-05","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  306",",,6","  172",",,6",,,,
"USC00304942","1893-06-06","43.1","-77.0","129.8","LYONS, NY US","   81",",,6",,,,,"  233",",,6","  156",",,6",,,,
"USC00304942","1893-06-07","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  211",",,6","  144",",,6",,,,
"USC00304942","1893-06-08","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  267",",,6","  117",",,6",,,,
"USC00304942","1893-06-09","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  294",",,6","  139",",,6",,,,
"USC00304942","1893-06-10","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  267",",,6","  167",",,6",,,,
"USC00304942","1893-06-11","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  244",",,6","  144",",,6",,,,
"USC00304942","1893-06-12","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  222",",,6","  117",",,6",,,,
"USC00304942","1893-06-13","43.1","-77.0","129.8","LYONS, NY US","    0","T,,6",,,,,"  261",",,6","  139",",,6",,,,
"USC00304942","1893-06-14","43.1","-77.0","129.8","LYONS, NY US","    0","T,,6",,,,,"  283",",,6","  156",",,6",,,,
"USC00304942","1893-06-15","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  289",",,6","  156",",,6",,,,
"USC00304942","1893-06-16","43.1","-77.0","129.8","LYONS, NY US","    0","P,,6",,,,,"  289",",,6","  178",",,6",,,,
