"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00138693","1897-05-29","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-05-30","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-05-31","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-01","42.5737","-95.718","350.5","WASHTA, IA US","  140",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-02","42.5737","-95.718","350.5","WASHTA, IA US","   46",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-03","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-04","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-05","42.5737","-95.718","350.5","WASHTA, IA US","   23",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-06","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-07","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-08","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-09","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-10","42.5737","-95.718","350.5","WASHTA, IA US","   51",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-11","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-12","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-13","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-14","42.5737","-95.718","350.5","WASHTA, IA US","   30",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-15","42.5737","-95.718","350.5","WASHTA, IA US","   36",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-16","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-17","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-18","42.5737","-95.718","350.5","WASHTA, IA US","  229",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-19","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-20","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-21","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-22","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-23","42.5737","-95.718","350.5","WASHTA, IA US","   30",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-24","42.5737","-95.718","350.5","WASHTA, IA US","    5",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-25","42.5737","-95.718","350.5","WASHTA, IA US","   25",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-26","42.5737","-95.718","350.5","WASHTA, IA US","   30",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-27","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-28","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-29","42.5737","-95.718","350.5","WASHTA, IA US","   84",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-06-30","42.5737","-95.718","350.5","WASHTA, IA US","   10",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-01","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-02","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-03","42.5737","-95.718","350.5","WASHTA, IA US","   15",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-04","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-05","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-06","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-07","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-08","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-09","42.5737","-95.718","350.5","WASHTA, IA US","  150",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-10","42.5737","-95.718","350.5","WASHTA, IA US","  107",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-11","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-12","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-13","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-14","42.5737","-95.718","350.5","WASHTA, IA US","   25",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-15","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-16","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-17","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-18","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-19","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-20","42.5737","-95.718","350.5","WASHTA, IA US","  381",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-21","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-22","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-23","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-24","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-25","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-26","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-27","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-28","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-29","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-30","42.5737","-95.718","350.5","WASHTA, IA US","    0","T,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-07-31","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-01","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-02","42.5737","-95.718","350.5","WASHTA, IA US","   64",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-03","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-04","42.5737","-95.718","350.5","WASHTA, IA US","   36",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-05","42.5737","-95.718","350.5","WASHTA, IA US","   13",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-06","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-07","42.5737","-95.718","350.5","WASHTA, IA US","    0","T,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-08","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-09","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-10","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-11","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-12","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-13","42.5737","-95.718","350.5","WASHTA, IA US","   84",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-14","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-15","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-16","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-17","42.5737","-95.718","350.5","WASHTA, IA US","   69",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-18","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-19","42.5737","-95.718","350.5","WASHTA, IA US","    5",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-20","42.5737","-95.718","350.5","WASHTA, IA US","  132",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-21","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-22","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-23","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-24","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-25","42.5737","-95.718","350.5","WASHTA, IA US","   20",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-26","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-27","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-28","42.5737","-95.718","350.5","WASHTA, IA US","  112",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-29","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-30","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-08-31","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-01","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-02","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-03","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-04","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-05","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-06","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-07","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-08","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-09","42.5737","-95.718","350.5","WASHTA, IA US","  150",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-10","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-11","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-12","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-13","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-14","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-15","42.5737","-95.718","350.5","WASHTA, IA US","   48",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-16","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-17","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-18","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-19","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-20","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-21","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-22","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-23","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-24","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-25","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-26","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-27","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-28","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-29","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-09-30","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-10-01","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-10-02","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-10-03","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-10-04","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-10-05","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-10-06","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-10-07","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-10-08","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-10-09","42.5737","-95.718","350.5","WASHTA, IA US","   25",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-10-10","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-10-11","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-10-12","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-10-13","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-10-14","42.5737","-95.718","350.5","WASHTA, IA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00138693","1897-10-15","42.5737","-95.718","350.5","WASHTA, IA US","  150",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
