"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SN53","SN53_ATTRIBUTES","SN55","SN55_ATTRIBUTES","SX52","SX52_ATTRIBUTES","SX53","SX53_ATTRIBUTES","SX55","SX55_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00071200","2003-02-11","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    3",",,Z,2400","    3",",,Z","  102",",,Z","    0",",,Z","  -78",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-02-12","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,Z,2400","    0","T,,Z","  102",",,Z","   22",",,Z"," -106",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-02-13","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","   76",",,Z","   -6",",,Z"," -128",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-02-14","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","   76",",,Z","   33",",,Z"," -139",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-02-15","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   51",",,Z,2400","   56",",,Z","  127",",,Z","  -11",",,Z","  -67",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-02-16","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  490",",,Z,2400","  559",",,Z","  610",",,Z","  -67",",,Z"," -117",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-02-17","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  155",",,Z,2400","   58",",,Z","  610",",,Z","  -22",",,Z","  -83",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-02-18","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   15",",,Z,2400","   28",",,Z","  584",",,Z","   22",",,Z","  -72",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-02-19","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","  559",",,Z","   50",",,Z"," -111",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-02-20","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","  483",",,Z","   83",",,Z","  -50",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-02-21","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   58",",,Z,2400","    0",",,Z","  406",",,Z","   89",",,Z","  -83",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-02-22","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  541",",,Z,2400","    0",",,Z","  356",",,Z","   44",",,Z","   17",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-02-23","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   46",",,Z,2400","    0",",,Z","  279",",,Z","   72",",,Z","   -6",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-02-24","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,Z,2400","    0","T,,Z","  203",",,Z","   56",",,Z","  -67",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-02-25","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","  152",",,Z","    6",",,Z","  -83",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-02-26","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   10",",,Z,2400","   23",",,Z","  152",",,Z","  -33",",,Z","  -83",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-02-27","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   23",",,Z,2400","   33",",,Z","  152",",,Z","   -6",",,Z","  -50",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-02-28","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   41",",,Z,2400","   58",",,Z","  229",",,Z","   44",",,Z","  -28",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-01","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,Z,2400","    0","T,,Z","  178",",,Z","   33",",,Z","  -11",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-02","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  198",",,Z,2400","    0",",,Z","  178",",,Z","   83",",,Z","   17",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-03","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,Z,2400","    0","T,,Z","   76",",,Z","   33",",,Z"," -117",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-04","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","   51",",,Z","   44",",,Z"," -117",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-05","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   66",",,Z,2400","    0",",,Z","   51",",,Z","  117",",,Z","  -11",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-06","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  130",",,Z,2400","    0","T,,Z","   25",",,Z","   50",",,Z","  -33",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-07","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","    0","T,,Z","   11",",,Z","  -89",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-08","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","    0","T,,Z","   89",",,Z","  -67",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-09","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","    0","T,,Z","  122",",,Z","  -28",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-10","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","    0","T,,Z","    0",",,Z","  -72",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-11","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,Z,2400","    0","T,,Z","    0","T,,Z","   33",",,Z"," -100",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-12","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","    0","T,,Z","  117",",,Z","  -50",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-13","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    3",",,Z,2400","    0",",,Z","    0","T,,Z","  156",",,Z","   -6",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-14","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","    0",",,Z","   56",",,Z","  -33",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-15","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","    0",",,Z","  139",",,Z","  -39",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-16","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   51",",,Z,2400","    0",",,Z","    0",",,Z","  211",",,Z","    6",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-17","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   51",",,Z,2400","    0",",,Z","    0",",,Z","  217",",,Z","  106",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-18","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","    0",",,Z","  200",",,Z","   67",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-19","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,Z,2400","    0",",,Z","    0",",,Z","   94",",,Z","   22",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-20","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  460",",,Z,2400","    0",",,Z","    0",",,Z","  144",",,Z","   22",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-21","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   18",",,Z,2400","    0",",,Z","    0",",,Z","  122",",,Z","   89",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-22","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","    0",",,Z","  189",",,Z","   72",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-23","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","    0",",,Z","  156",",,Z","   44",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-24","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","    0",",,Z","  167",",,Z","   39",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-25","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","    0",",,Z","  178",",,Z","   11",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-26","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   81",",,Z,2400","    0",",,Z","    0",",,Z","  222",",,Z","   33",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-27","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,Z,2400","    0",",,Z","    0",",,Z","  167",",,Z","   17",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-28","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   41",",,Z,2400","    0",",,Z","    0",",,Z","  139",",,Z","   17",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-29","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   51",",,Z,2400","    0",",,Z","    0",",,Z","  228",",,Z","  100",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-30","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  104",",,Z,2400","    0","T,,Z","    0",",,Z","  117",",,Z","   11",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-03-31","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    3",",,Z,2400","    3",",,Z","    0","T,,Z","   61",",,Z","   -6",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-01","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    3",",,0,2400","    0","P,,0","    0","P,,0","  139",",,0","  -44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-02","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  250",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-03","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,0,2400","    0","P,,0","    0","P,,0","  178",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-04","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","   83",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-05","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  100",",,0","   44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-06","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  117",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-07","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  137",",,0,2400","   20",",,0","    0","P,,0","   50",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-08","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","   28",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-09","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  109",",,0,2400","    0","P,,0","    0","P,,0","   56",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-10","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","   94",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-11","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  218",",,0,2400","    0","P,,0","    0","P,,0","   72",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-12","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   41",",,0,2400","    0","P,,0","    0","P,,0","  200",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-13","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  156",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-14","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  183",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-15","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  256",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-16","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  300",",,0","  156",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-17","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   15",",,0,2400","    0","P,,0","    0","P,,0","  217",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-18","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   18",",,0,2400","    0","P,,0","    0","P,,0","   83",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-19","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  178",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-20","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  200",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-21","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  167",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-22","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   23",",,0,2400","    0","P,,0","    0","P,,0","  200",",,0","   83",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-23","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  144",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-24","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  178",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-25","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   58",",,0,2400","    0","P,,0","    0","P,,0","  194",",,0","   44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-26","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  127",",,0,2400","    0","P,,0","    0","P,,0","  144",",,0","  117",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-27","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  206",",,0","   83",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-28","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  250",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-29","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,0,2400","    0","P,,0","    0","P,,0","  250",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-04-30","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  228",",,0","   94",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-01","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    8",",,0,2400","    0","P,,0","    0","P,,0","  267",",,0","  122",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-02","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  256",",,0","  144",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-03","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  183",",,0","   89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-04","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  178",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-05","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   13",",,0,2400","    0","P,,0","    0","P,,0","  122",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-06","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    8",",,0,2400","    0","P,,0","    0","P,,0","  161",",,0","   89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-07","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  140",",,0,2400","    0","P,,0","    0","P,,0","  261",",,0","  106",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-08","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   51",",,0,2400","    0","P,,0","    0","P,,0","  222",",,0","  189",",I,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-09","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   41",",,0,2400",,,"    0","P,,0","  150",",I,0","  122",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-10","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,0,2400","    0","P,,0","    0","P,,0","  222",",,0","  111",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-11","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  278",",,0","  150",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-12","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,0,2400","    0","P,,0","    0","P,,0","  228",",,0","  133",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-13","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,0,2400","    0","P,,0","    0","P,,0","  161",",,0","  111",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-14","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  200",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-15","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  211",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-16","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  193",",,0,2400","    0","P,,0","    0","P,,0","  144",",,0","   89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-17","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   10",",,0,2400","    0","P,,0","    0","P,,0","  117",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-18","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    3",",,0,2400","    0","P,,0","    0","P,,0","  144",",,0","   61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-19","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  233",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-20","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0",",,0,2400","    0","P,,0","    0","P,,0","  244",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-21","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","  109",",,0,2400","    0","P,,0","    0","P,,0","  156",",,0","  128",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-22","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","    0","T,,0,2400","    0","P,,0","    0","P,,0","  144",",,0","  122",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00071200","2003-05-23","39.5917","-75.7325","24.4","BEAR 2 SW, DE US","   61",",,0,2400","    0","P,,0","    0","P,,0","  133",",,0","  117",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
