"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES"
"USC00107561","2005-10-28","45.7875","-115.1994","1524.0","RED RIVER HOT SPRINGS, ID US","   10",",,0,1000","    0","P,,0","    0","P,,0,1000",,,,
"USC00107561","2005-10-29","45.7875","-115.1994","1524.0","RED RIVER HOT SPRINGS, ID US","   36",",,0,1000","   43",",,0","    0","T,,0,1000",,,,
"USC00107561","2005-10-30","45.7875","-115.1994","1524.0","RED RIVER HOT SPRINGS, ID US","   25",",,0,1000","   36",",,0","    0","T,,0,1000",,,,
"USC00107561","2005-10-31","45.7875","-115.1994","1524.0","RED RIVER HOT SPRINGS, ID US","   43",",,0,1000","    0","P,,0","    0","P,,0,1000",,,,
"USC00107561","2005-11-01","45.7875","-115.1994","1524.0","RED RIVER HOT SPRINGS, ID US","   91",",,0,1000","    0",",,0","    0",",,0,1000",,,,
"USC00107561","2005-11-02","45.7875","-115.1994","1524.0","RED RIVER HOT SPRINGS, ID US","   56",",,0,1000","    0",",,0","    0",",,0,1000",,,,
"USC00107561","2005-11-03","45.7875","-115.1994","1524.0","RED RIVER HOT SPRINGS, ID US","    0",",,0,1000","    0",",,0","    0",",,0,1000",,,,
"USC00107561","2005-11-04","45.7875","-115.1994","1524.0","RED RIVER HOT SPRINGS, ID US","  104",",,0,1000","   51",",,0","   51",",,0,1000",,,,
"USC00107561","2005-11-05","45.7875","-115.1994","1524.0","RED RIVER HOT SPRINGS, ID US","   58",",,0,1000","   38",",,0",,,,,,
"USC00107561","2005-11-07","45.7875","-115.1994","1524.0","RED RIVER HOT SPRINGS, ID US",,,,,"  229",",,0,1000","   91",",,0","  102",",,0"
