"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1TXRD0035","2017-08-08","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   33",",,N",,,,
"US1TXRD0035","2017-08-09","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  173",",,N",,,,
"US1TXRD0035","2017-08-10","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  579",",,N",,,,
"US1TXRD0035","2017-08-11","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   20",",,N",,,,
"US1TXRD0035","2017-08-12","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  244",",,N",,,,
"US1TXRD0035","2017-08-13","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    5",",,N",,,,
"US1TXRD0035","2017-08-14","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  343",",,N",,,,
"US1TXRD0035","2017-08-15","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  511",",,N",,,,
"US1TXRD0035","2017-08-18","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   23",",,N",,,,
"US1TXRD0035","2017-08-21","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   23",",,N",,,,
"US1TXRD0035","2017-08-22","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   36",",,N",,,,
"US1TXRD0035","2017-08-23","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   66",",,N",,,,
"US1TXRD0035","2017-08-25","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   23",",,N",,,,
"US1TXRD0035","2017-08-26","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   76",",,N",,,,
"US1TXRD0035","2017-08-28","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   28",",,N",,,,
"US1TXRD0035","2017-09-16","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   13",",,N",,,,
"US1TXRD0035","2017-09-24","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  236",",,N",,,,
"US1TXRD0035","2017-09-25","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    8",",,N",,,,
"US1TXRD0035","2017-09-26","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  500",",,N",,,,
"US1TXRD0035","2017-09-28","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   15",",,N",,,,
"US1TXRD0035","2017-09-29","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  193",",,N",,,,
"US1TXRD0035","2017-10-04","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   36",",,N",,,,
"US1TXRD0035","2017-10-05","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  137",",,N",,,,
"US1TXRD0035","2017-10-10","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   23",",,N",,,,
"US1TXRD0035","2017-10-14","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   58",",,N",,,,
"US1TXRD0035","2017-10-20","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    0","T,,N",,,,
"US1TXRD0035","2018-02-17","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    8",",,N",,,,
"US1TXRD0035","2018-03-28","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   74",",,N",,,,
"US1TXRD0035","2018-04-21","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   94",",,N",,,,
"US1TXRD0035","2018-04-25","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   33",",,N",,,,
"US1TXRD0035","2018-05-16","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   10",",,N",,,,
"US1TXRD0035","2018-05-20","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  107",",,N",,,,
"US1TXRD0035","2018-05-24","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    0","T,,N",,,,
"US1TXRD0035","2018-05-28","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    0","T,,N",,,,
"US1TXRD0035","2018-06-06","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   18",",,N",,,,
"US1TXRD0035","2018-06-08","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    5",",,N",,,,
"US1TXRD0035","2018-06-09","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    3",",,N",,,,
"US1TXRD0035","2018-06-10","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  213",",,N",,,,
"US1TXRD0035","2018-06-13","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  234",",,N",,,,
"US1TXRD0035","2018-06-17","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  361",",,N",,,,
"US1TXRD0035","2018-06-20","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   28",",,N",,,,
"US1TXRD0035","2018-06-30","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   18",",,N",,,,
"US1TXRD0035","2018-07-03","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   84",",,N",,,,
"US1TXRD0035","2018-07-07","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   69",",,N",,,,
"US1TXRD0035","2018-07-12","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   18",",,N",,,,
"US1TXRD0035","2018-07-14","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  531",",,N",,,,
"US1TXRD0035","2018-07-24","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    0","T,,N",,,,
"US1TXRD0035","2018-07-26","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   86",",,N",,,,
"US1TXRD0035","2018-07-29","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  107",",,N",,,,
"US1TXRD0035","2018-07-30","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   36",",,N",,,,
"US1TXRD0035","2018-08-04","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   41",",,N",,,,
"US1TXRD0035","2018-08-09","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  226",",,N",,,,
"US1TXRD0035","2018-08-14","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    3",",,N",,,,
"US1TXRD0035","2018-08-16","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   33",",,N",,,,
"US1TXRD0035","2018-08-17","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   15",",,N",,,,
"US1TXRD0035","2018-08-19","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  117",",,N",,,,
"US1TXRD0035","2018-08-25","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   94",",,N",,,,
"US1TXRD0035","2018-09-02","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    3",",,N",,,,
"US1TXRD0035","2018-09-05","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   25",",,N",,,,
"US1TXRD0035","2018-09-21","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  122",",,N",,,,
"US1TXRD0035","2018-09-22","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   23",",,N",,,,
"US1TXRD0035","2018-09-26","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    5",",,N",,,,
"US1TXRD0035","2018-10-06","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  157",",,N",,,,
"US1TXRD0035","2018-10-07","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  124",",,N",,,,
"US1TXRD0035","2018-10-08","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  269",",,N",,,,
"US1TXRD0035","2018-10-09","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  208",",,N",,,,
"US1TXRD0035","2018-10-10","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   58",",,N",,,,
"US1TXRD0035","2018-10-13","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   23",",,N",,,,
"US1TXRD0035","2018-10-16","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    5",",,N",,,,
"US1TXRD0035","2018-10-17","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    8",",,N",,,,
"US1TXRD0035","2018-10-19","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  135",",,N",,,,
"US1TXRD0035","2018-10-25","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  135",",,N",,,,
"US1TXRD0035","2018-12-27","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   94",",,N",,,,
"US1TXRD0035","2019-01-11","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    8",",,N",,,,
"US1TXRD0035","2019-03-20","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   33",",,N",,,,
"US1TXRD0035","2019-03-23","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  117",",,N",,,,
"US1TXRD0035","2019-04-06","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   23",",,N",,,,
"US1TXRD0035","2019-04-18","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  401",",,N",,,,
"US1TXRD0035","2019-04-23","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  109",",,N",,,,
"US1TXRD0035","2019-04-28","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   61",",,N",,,,
"US1TXRD0035","2019-05-01","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   43",",,N",,,,
"US1TXRD0035","2019-05-03","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   18",",,N",,,,
"US1TXRD0035","2019-05-04","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    5",",,N",,,,
"US1TXRD0035","2019-05-05","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   36",",,N",,,,
"US1TXRD0035","2019-05-06","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    8",",,N",,,,
"US1TXRD0035","2019-05-07","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   58",",,N",,,,
"US1TXRD0035","2019-05-08","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   84",",,N",,,,
"US1TXRD0035","2019-05-09","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  142",",,N",,,,
"US1TXRD0035","2019-05-10","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   10",",,N",,,,
"US1TXRD0035","2019-05-11","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   56",",,N",,,,
"US1TXRD0035","2019-05-21","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  119",",,N",,,,
"US1TXRD0035","2019-05-24","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   56",",,N",,,,
"US1TXRD0035","2019-05-26","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   61",",,N",,,,
"US1TXRD0035","2019-05-31","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   81",",,N",,,,
"US1TXRD0035","2019-06-02","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  259",",,N",,,,
"US1TXRD0035","2019-06-04","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   41",",,N",,,,
"US1TXRD0035","2019-06-05","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  163",",,N",,,,
"US1TXRD0035","2019-06-06","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   61",",,N",,,,
"US1TXRD0035","2019-06-07","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   94",",,N",,,,
"US1TXRD0035","2019-06-14","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   33",",,N",,,,
"US1TXRD0035","2019-06-16","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    3",",,N",,,,
"US1TXRD0035","2019-06-18","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   20",",,N",,,,
"US1TXRD0035","2019-07-06","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  587",",,N",,,,
"US1TXRD0035","2019-07-07","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   36",",,N",,,,
"US1TXRD0035","2019-07-11","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   36",",,N",,,,
"US1TXRD0035","2019-08-03","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    8",",,N",,,,
"US1TXRD0035","2019-08-08","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    8",",,N",,,,
"US1TXRD0035","2019-08-09","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   71",",,N",,,,
"US1TXRD0035","2019-08-10","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   99",",,N",,,,
"US1TXRD0035","2019-08-13","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   25",",,N",,,,
"US1TXRD0035","2019-08-22","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   33",",,N",,,,
"US1TXRD0035","2019-08-24","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  178",",,N",,,,
"US1TXRD0035","2019-09-01","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  135",",,N",,,,
"US1TXRD0035","2019-09-09","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   13",",,N",,,,
"US1TXRD0035","2019-09-20","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  150",",,N",,,,
"US1TXRD0035","2019-09-21","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  287",",,N",,,,
"US1TXRD0035","2019-09-22","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   33",",,N",,,,
"US1TXRD0035","2019-10-01","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  211",",,N",,,,
"US1TXRD0035","2019-10-02","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  561",",,N",,,,
"US1TXRD0035","2019-10-03","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  119",",,N",,,,
"US1TXRD0035","2019-10-04","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  485",",,N",,,,
"US1TXRD0035","2019-10-05","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   25",",,N",,,,
"US1TXRD0035","2019-11-21","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   46",",,N",,,,
"US1TXRD0035","2019-12-28","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  320",",,N",,,,
"US1TXRD0035","2020-03-09","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   97",",,N",,,,
"US1TXRD0035","2020-03-13","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   15",",,N",,,,
"US1TXRD0035","2020-03-14","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  173",",,N",,,,
"US1TXRD0035","2020-03-16","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   58",",,N",,,,
"US1TXRD0035","2020-03-18","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   74",",,N",,,,
"US1TXRD0035","2020-03-19","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   41",",,N",,,,
"US1TXRD0035","2020-04-11","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    8",",,N",,,,
"US1TXRD0035","2020-05-12","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   71",",,N",,,,
"US1TXRD0035","2020-05-17","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   10",",,N",,,,
"US1TXRD0035","2020-05-20","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   13",",,N",,,,
"US1TXRD0035","2020-06-04","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   81",",,N",,,,
"US1TXRD0035","2020-06-20","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   33",",,N",,,,
"US1TXRD0035","2020-06-23","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  325",",,N",,,,
"US1TXRD0035","2020-07-05","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   69",",,N",,,,
"US1TXRD0035","2020-07-06","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   15",",,N",,,,
"US1TXRD0035","2020-07-12","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   36",",,N",,,,
"US1TXRD0035","2020-07-20","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   76",",,N",,,,
"US1TXRD0035","2020-07-24","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   66",",,N",,,,
"US1TXRD0035","2020-07-28","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   97",",,N",,,,
"US1TXRD0035","2020-07-29","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   10",",,N",,,,
"US1TXRD0035","2020-08-01","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   28",",,N",,,,
"US1TXRD0035","2020-08-02","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    0",",,N",,,,
"US1TXRD0035","2020-08-03","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    0",",,N",,,,
"US1TXRD0035","2020-08-04","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    0",",,N",,,,
"US1TXRD0035","2020-08-05","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    0",",,N",,,,
"US1TXRD0035","2020-08-06","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    0",",,N",,,,
"US1TXRD0035","2020-08-07","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   10",",,N",,,,
"US1TXRD0035","2020-08-08","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    0",",,N",,,,
"US1TXRD0035","2020-08-09","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    0",",,N",,,,
"US1TXRD0035","2020-08-10","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    0",",,N",,,,
"US1TXRD0035","2020-08-11","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    8",",,N",,,,
"US1TXRD0035","2020-08-15","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","   71",",,N",,,,
"US1TXRD0035","2020-08-20","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    8",",,N",,,,
"US1TXRD0035","2020-08-30","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","  422",",,N",,,,
"US1TXRD0035","2020-08-31","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    0",",,N",,,,
"US1TXRD0035","2020-09-02","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US","    8",",,N",,,,
"US1TXRD0035","2020-09-10","35.133904","-101.799731","1104.6","AMARILLO 4.9 SSE, TX US",,,"    2",",,N","   81",",,N"
