"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00248314","1957-04-23","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  150",",,0","   83",",,0",,,,,"  117",",,0",,,,,,,,,,,,
"USC00248314","1957-04-24","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  122",",,0","    0",",,0",,,,,"   72",",,0",,,,,,,,,,,,
"USC00248314","1957-04-25","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    8",",,0","   25",",,0","    0",",,0","  100",",,0","    0",",,0",,,,,"   72",",,0",,,,,,,,,,,,
"USC00248314","1957-04-26","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","   -6",",,0",,,,,"   78",",,0",,,,,,,,,,,,
"USC00248314","1957-04-27","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  172",",,0","  -50",",,0",,,,,"  150",",,0",,,,,,,,,,,,
"USC00248314","1957-04-28","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","   44",",,0",,,,,"  206",",,0",,,,,,,,,,,,
"USC00248314","1957-04-29","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","   17",",,0",,,,,"  228",",,0",,,,,,,,,,,,
"USC00248314","1957-04-30","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","   39",",,0",,,,,"  156",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-05-01","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0","T,,0","    0",",,0","    0",",,0","  256",",,0","   94",",,0",,,,,"  200",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-05-02","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  244",",,0","   22",",,0",,,,,"  217",",,0",,,,,,,,,,,,
"USC00248314","1957-05-03","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   43",",,0","    0",",,0","    0",",,0","  267",",,0","   67",",,0",,,,,"  128",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-05-04","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   79",",,0","    0",",,0","    0",",,0","  217",",,0","   83",",,0",,,,,"  167",",,0",,,,,,,,,,,,
"USC00248314","1957-05-05","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  256",",,0","   61",",,0",,,,,"  183",",,0",,,,,,,,,,,,
"USC00248314","1957-05-06","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0","T,,0","    0",",,0","    0",",,0","  244",",,0","   56",",,0",,,,,"  167",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-05-07","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  228",",,0","   44",",,0",,,,,"  194",",,0",,,,,,,,,,,,
"USC00248314","1957-05-08","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  194",",,0","   89",",,0",,,,,"   89",",,0",,,,,,,,,,,,
"USC00248314","1957-05-09","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   46",",,0","    0",",,0","    0",",,0","  122",",,0","   44",",,0",,,,,"  106",",,0",,,,,,,,,,,,
"USC00248314","1957-05-10","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  217",",,0","   33",",,0",,,,,"  172",",,0",,,,,,,,,,,,
"USC00248314","1957-05-11","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  183",",,0","   56",",,0",,,,,"  150",",,0",,,,,,,,,,,,
"USC00248314","1957-05-12","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   51",",,0","    0",",,0","    0",",,0","  161",",,0","   89",",,0",,,,,"  128",",,0",,,,,,,,,,,,
"USC00248314","1957-05-13","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   30",",,0","    0",",,0","    0",",,0","  206",",,0","   61",",,0",,,,,"  117",",,0",,,,,,,,,,,,
"USC00248314","1957-05-14","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    8",",,0","    0",",,0","    0",",,0","  167",",,0","   39",",,0",,,,,"  128",",,0",,,,,,,,,,,,
"USC00248314","1957-05-15","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  178",",,0","   28",",,0",,,,,"  144",",,0",,,,,,,,,,,,
"USC00248314","1957-05-16","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  194",",,0","   67",",,0",,,,,"  167",",,0",,,,,,,,,,,,
"USC00248314","1957-05-17","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  217",",,0","   28",",,0",,,,,"  178",",,0",,,,,,,,,,,,
"USC00248314","1957-05-18","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   33",",,0","    0",",,0","    0",",,0","  228",",,0","   56",",,0",,,,,"  172",",,0",,,,,,,,,,,,
"USC00248314","1957-05-19","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   58",",,0","    0",",,0","    0",",,0","  189",",,0","   67",",,0",,,,,"  100",",,0",,,,,,,,,,,,
"USC00248314","1957-05-20","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","  224",",,0","    0",",,0","    0",",,0","  100",",,0","   39",",,0",,,,,"   39",",,0",,,,,,,,,,,,
"USC00248314","1957-05-21","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","  173",",,0","    0",",,0","    0",",,0","  111",",,0","   17",",,0",,,,,"  106",",,0",,,,,,,,,,,,
"USC00248314","1957-05-22","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   15",",,0","    0",",,0","    0",",,0","  150",",,0","   17",",,0",,,,,"   78",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-05-23","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  161",",,0","   17",",,0",,,,,"  139",",,0",,,,,,,,,,,,
"USC00248314","1957-05-24","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  211",",,0","    6",",,0",,,,,"  183",",,0",,,,,,,,,,,,
"USC00248314","1957-05-25","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","   61",",,0",,,,,"  172",",,0",,,,,,,,,,,,
"USC00248314","1957-05-26","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  239",",,0","   67",",,0",,,,,"  194",",,0",,,,,,,,,,,,
"USC00248314","1957-05-27","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  239",",,0","   78",",,0",,,,,"  222",",,0",,,,,,,,,,,,
"USC00248314","1957-05-28","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  256",",,0","   83",",,0",,,,,"  222",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-05-29","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0","T,,0","    0",",,0","    0",",,0","  261",",,0","   72",",,0",,,,,"  200",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-05-30","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  272",",,0","   83",",,0",,,,,"  200",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-05-31","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  244",",,0","  111",",,0",,,,,"  217",",,0",,,,,,,,,,,,
"USC00248314","1957-06-01","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  278",",,0","   78",",,0",,,,,"  256",",,0",,,,,,,,,,,,
"USC00248314","1957-06-02","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   18",",,0","    0",",,0","    0",",,0","  272",",,0","  100",",,0",,,,,"  172",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-06-03","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   48",",,0","    0",",,0","    0",",,0","  306",",,0","  100",",,0",,,,,"  172",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-06-04","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  311",",,0","  100",",,0",,,,,"  294",",,0",,,,,,,,,,,,
"USC00248314","1957-06-05","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  317",",,0","  111",",,0",,,,,"  256",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-06-06","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","  251",",,0","    0",",,0","    0",",,0","  256",",,0","  111",",,0",,,,,"  194",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-06-07","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   38",",,0","    0",",,0","    0",",,0","  228",",,0","   94",",,0",,,,,"  183",",,0",,,,,,,,,,,,
"USC00248314","1957-06-08","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","  142",",,0","    0",",,0","    0",",,0","  217",",,0","  100",",,0",,,,,"  133",",,0",,,,,,,,,,,,
"USC00248314","1957-06-09","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   10",",,0","    0",",,0","    0",",,0","  211",",,0","   83",",,0",,,,,"  156",",,0",,,,,,,,,,,,
"USC00248314","1957-06-10","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  217",",,0","  111",",,0",,,,,"  200",",,0",,,,,,,,,,,,
"USC00248314","1957-06-11","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","   72",",,0",,,,,"  200",",,0",,,,,,,,,,,,
"USC00248314","1957-06-12","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  228",",,0","   94",",,0",,,,,"  167",",,0",,,,,,,,,,,,
"USC00248314","1957-06-13","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    5",",,0","    0",",,0","    0",",,0","  178",",,0","   56",",,0",,,,,"  133",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-06-14","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   10",",,0","    0",",,0","    0",",,0","  172",",,0","   44",",,0",,,,,"   89",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-06-15","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   53",",,0","    0",",,0","    0",",,0","  161",",,0","   22",",,0",,,,,"   94",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-06-16","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","  130",",,0","    0",",,0","    0",",,0","  144",",,0","   61",",,0",,,,,"  144",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-06-17","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0","T,,0","    0",",,0","    0",",,0","  206",",,0","   61",",,0",,,,,"  183",",,0",,,,,,,,,,,,
"USC00248314","1957-06-18","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   10",",,0","    0",",,0","    0",",,0","  261",",,0","   83",",,0",,,,,"  194",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-06-19","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    5",",,0","    0",",,0","    0",",,0","  256",",,0","   83",",,0",,,,,"  156",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-06-20","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   20",",,0","    0",",,0","    0",",,0","  183",",,0","   94",",,0",,,,,"  122",",,0",,,,,,,,,,,,
"USC00248314","1957-06-21","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","  135",",,0","    0",",,0","    0",",,0","  200",",,0","   78",",,0",,,,,"  156",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-06-22","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  206",",,0","   56",",,0",,,,,"  167",",,0",,,,,,,,,,,,
"USC00248314","1957-06-23","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","   44",",,0",,,,,"  244",",,0",,,,,,,,,,,,
"USC00248314","1957-06-24","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  244",",,0","   78",",,0",,,,,"  206",",,0",,,,,,,,,,,,
"USC00248314","1957-06-25","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  228",",,0","   78",",,0",,,,,"  189",",,0",,,,,,,,,,,,
"USC00248314","1957-06-26","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   10",",,0","    0",",,0","    0",",,0","  211",",,0","   94",",,0",,,,,"  189",",,0",,,,,,,,,,,,
"USC00248314","1957-06-27","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    8",",,0","    0",",,0","    0",",,0","  233",",,0","  117",",,0",,,,,"  228",",,0",,,,,,,,,,,,
"USC00248314","1957-06-28","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  278",",,0","   67",",,0",,,,,"  239",",,0",,,,,,,,,,,,
"USC00248314","1957-06-29","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  306",",,0","   72",",,0",,,,,"  239",",,0",,,,,,,,,,,,
"USC00248314","1957-06-30","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  306",",,0","   61",",,0",,,,,"  239",",,0",,,,,,,,,,,,
"USC00248314","1957-07-01","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   10",",,0","    0",",,0","    0",",,0","  244",",,0","  122",",,0",,,,,"  211",",,0",,,,,,,,,,,,
"USC00248314","1957-07-02","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   41",",,0","    0",",,0","    0",",,0","  278",",,0","   78",",,0",,,,,"  167",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-07-03","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   18",",,0","    0",",,0","    0",",,0","  200",",,0","  100",",,0",,,,,"  167",",,0",,,,,,,,,,,,
"USC00248314","1957-07-04","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  272",",,0","   56",",,0",,,,,"  256",",,0",,,,,,,,,,,,
"USC00248314","1957-07-05","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0","   72",",,0",,,,,"  278",",,0",,,,,,,,,,,,
"USC00248314","1957-07-06","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  300",",,0","  111",",,0",,,,,"  239",",,0",,,,,,,,,,,,
"USC00248314","1957-07-07","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0","T,,0","    0",",,0","    0",",,0","  261",",,0","   78",",,0",,,,,"  211",",,0",,,,,,,,,,,,
"USC00248314","1957-07-08","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  289",",,0","   72",",,0",,,,,"  211",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-07-09","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  333",",,0","   89",",,0",,,,,"  267",",,0",,,,,,,,,,,,
"USC00248314","1957-07-10","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  333",",,0","   89",",,0",,,,,"  289",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-07-11","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  344",",,0","  150",",,0",,,,,"  278",",,0",,,,,,,,,,,,
"USC00248314","1957-07-12","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  333",",,0","  111",",,0",,,,,"  278",",,0",,,,,,,,,,,,
"USC00248314","1957-07-13","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0","T,,0","    0",",,0","    0",",,0","  339",",,0","  128",",,0",,,,,"  239",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-07-14","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","  104",",,0","    0",",,0","    0",",,0","  311",",,0","  139",",,0",,,,,"  278",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-07-15","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  283",",,0","  111",",,0",,,,,"  244",",,0",,,,,,,,,,,,
"USC00248314","1957-07-16","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  300",",,0","   67",",,0",,,,,"  233",",,0",,,,,,,,,,,,
"USC00248314","1957-07-17","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  244",",,0","  100",",,0",,,,,"  217",",,0",,,,,,,,,,,,
"USC00248314","1957-07-18","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  289",",,0","   72",",,0",,,,,"  256",",,0",,,,,,,,,,,,
"USC00248314","1957-07-19","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   36",",,0","    0",",,0","    0",",,0","  261",",,0","  111",",,0",,,,,"  156",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-07-20","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","   69",",,0","    0",",,0","    0",",,0","  261",",,0","   89",",,0",,,,,"  150",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-07-21","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  289",",,0","   94",",,0",,,,,"  283",",,0",,,,,,,,,,,,
"USC00248314","1957-07-22","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    8",",,0","    0",",,0","    0",",,0","  306",",,0","  106",",,0",,,,,"  211",",,0",,,"    1",",,0",,,,,,,"    1",",,0"
"USC00248314","1957-07-23","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  300",",,0","  100",",,0",,,,,"  222",",,0",,,,,,,,,,,,
"USC00248314","1957-07-24","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  311",",,0","   78",",,0",,,,,"  289",",,0",,,,,,,,,,,,
"USC00248314","1957-07-25","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  322",",,0","  100",",,0",,,,,"  256",",,0",,,,,,,,,,,,
"USC00248314","1957-07-26","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  317",",,0","  106",",,0",,,,,"  239",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-07-27","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  311",",,0","  111",",,0",,,,,"  267",",,0",,,,,,,,,,,,
"USC00248314","1957-07-28","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  328",",,0","   67",",,0",,,,,"  294",",,0",,,,,,,,,,,,
"USC00248314","1957-07-29","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  300",",,0","  156",",,0",,,,,"  256",",,0",,,,,,,,,,,,
"USC00248314","1957-07-30","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0","T,,0","    0",",,0","    0",",,0","  317",",,0","  117",",,0",,,,,"  250",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-07-31","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0","T,,0","    0",",,0","    0",",,0","  339",",,0","   89",",,0",,,,,"  306",",,0",,,"    1",",,0",,,,,,,,
"USC00248314","1957-08-01","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  306",",,0","  117",",,0",,,,,"  228",",,0",,,,,,,,,,,,
"USC00248314","1957-08-02","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  278",",,0","   44",",,0",,,,,"  233",",,0",,,,,,,,,,,,
"USC00248314","1957-08-03","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","   56",",,0",,,,,"  200",",,0",,,,,,,,,,,,
"USC00248314","1957-08-04","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  350",",,0","   94",",,0",,,,,"  322",",,0",,,,,,,,,,,,
"USC00248314","1957-08-05","46.16667","-111.46667","1199.1","TOSTON 1 W, MT US","    0",",,0","    0",",,0","    0",",,0","  350",",,0","  172",",,0",,,,,"  306",",,0",,,,,,,,,,,,
