"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00387113","1968-11-22","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  206",",,0","  -11",",,0",,,,,,,"   18",",,0,1800",,,,,,,"   22",",,0","  150",",,0",,,"   37",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-11-23","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  189",",,0","  -17",",,0",,,,,,,"   13",",,0,1800",,,,,,,"   28",",,0","  150",",,0",,,"    6",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-11-24","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   10",",,0,1800","    0",",,0,","    0",",,0,","  172",",,0","    6",",,0",,,,,,,"   10",",,0,1800",,,,,,,"   39",",,0","  128",",,0",,,"   27",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-11-25","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   28",",,0,1800","    0",",,0,","    0",",,0,","  150",",,0","  -17",",,0",,,,,,,"   15",",,0,1800",,,,,,,"   28",",,0","  144",",,0",,,"   50",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-11-26","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  172",",,0","  -44",",,0",,,,,,,"   33",",,0,1800",,,,,,,"   22",",,0","  172",",,0",,,"   34",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-11-27","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  178",",,0","  -22",",,0",,,,,,,"    8",",,0,1800",,,,,,,"   28",",,0","  128",",,0",,,"    6",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-11-28","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  228",",,0","   83",",,0",,,,,,,"    0",",,0,1800",,,,,,,"   17",",,0","  172",",,0",,,"   43",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-11-29","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  172",",,0","   83",",,0",,,,,,,"   20",",,0,1800",,,,,,,"   94",",,0","  172",",,0",,,"   80",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-11-30","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  128",",,0","   39",",,0",,,,,,,"   23",",,0,1800",,,,,,,"   61",",,0","  161",",,0",,,"   18",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-01","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  124",",,0,1800","    0",",,0,","    0",",,0,","   89",",,0","   11",",,0",,,,,,,"    0",",,0,1800",,,,,,,"   28",",,0","   94",",,0",,,"   39",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-02","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   43",",,0,1800","    0",",,0,","    0",",,0,","   89",",,0","   22",",,0",,,,,,,"    5",",,0,1800",,,,,,,"   28",",,0","   67",",,0",,,"   10",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-03","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   38",",,0,1800","    0",",,0,","    0",",,0,","   94",",,0","   67",",,0",,,,,,,"    0",",,0,1800",,,,,,,"   67",",,0","   78",",,0",,,"   16",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-04","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   69",",,0,1800","    0",",,0,","    0",",,0,","  100",",,0","   44",",,0",,,,,,,"   15",",,0,1800",,,,,,,"   56",",,0","  111",",,0",,,"   69",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-05","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  161",",,0","  -28",",,0",,,,,,,"   13",",,0,1800",,,,,,,"   11",",,0","  122",",,0",,,"   76",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-06","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  150",",,0","  -50",",,0",,,,,,,"   23",",,0,1800",,,,,,,"   17",",,0","  111",",,0",,,"   18",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-07","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  161",",,0","  -39",",,0",,,,,,,"   15",",,0,1800",,,,,,,"   17",",,0","  122",",,0",,,"   35",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-08","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   72",",,0","  -44",",,0",,,,,,,"   13",",,0,1800",,,,,,,"    6",",,0","  172",",,0",,,"   90",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-09","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   67",",,0","  -83",",,0",,,,,,,"   13",",,0,1800",,,,,,,"   33",",,0","   50",",,0",,,"   19",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-10","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   56",",,0","  -94",",,0",,,,,,,"   25",",,0,1800",,,,,,,"  -11",",X,0","   50",",,0",,,"   18",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-11","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   61",",,0","  -83",",,0",,,,,,,"   15",",,0,1800",,,,,,,"   -6",",X,0","   50",",,0",,,"   14",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-12","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  111",",,0"," -106",",,0",,,,,,,"    0",",,0,1800",,,,,,,"  -11",",X,0","   50",",,0",,,"   24",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-13","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  139",",,0","   -6",",,0",,,,,,,"    3",",,0,1800",,,,,,,"   17",",,0","   89",",,0",,,"   24",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-14","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   36",",,0,1800","    0",",,0,","    0",",,0,","  111",",,0","    6",",,0",,,,,,,"   23",",,0,1800",,,,,,,"   56",",,0","  122",",,0",,,"   39",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-15","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   17",",,0","  -72",",,0",,,,,,,"    0",",,0,1800",,,,,,,"  -11",",X,0","   83",",,0",,,"   84",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-16","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   89",",,0"," -100",",,0",,,,,,,"   25",",,0,1800",,,,,,,"  -11",",X,0","   50",",,0",,,"   50",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-17","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  111",",,0","  -94",",,0",,,,,,,"   20",",,0,1800",,,,,,,"  -11",",X,0","   50",",,0",,,"   11",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-18","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  150",",,0","  -61",",,0",,,,,,,"    0",",,0,1800",,,,,,,"   50",",,0","  111",",,0",,,"   19",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-19","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  139",",,0","  -22",",,0",,,,,,,"    0",",,0,1800",,,,,,,"   11",",,0","  133",",,0",,,"   14",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-20","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    3",",,0,1800","    0",",,0,","    0",",,0,","  144",",,0","  -11",",,0",,,,,,,"   18",",,0,1800",,,,,,,"   28",",,0","   94",",,0",,,"   51",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-21","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  122",",,0","  -28",",,0",,,,,,,"   10",",,0,1800",,,,,,,"   17",",,0","   94",",,0",,,"   19",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-22","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  147",",,0,1800","    0",",,0,","    0",",,0,","   94",",,0","   33",",,0",,,,,,,"    0",",,0,1800",,,,,,,"   33",",,0","   89",",,0",,,"   14",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-23","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   64",",,0,1800","    0",",,0,","    0",",,0,","  106",",,0","   28",",,0",,,,,,,"   25",",,0,1800",,,,,,,"   33",",,0","  111",",,0",,,"   60",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-24","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   72",",,0","  -33",",,0",,,,,,,"   13",",,0,1800",,,,,,,"   17",",,0","  111",",,0",,,"  111",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-25","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   72",",,0","  -28",",,0",,,,,,,"   38",",,0,1800",,,,,,,"    0",",,0","   56",",,0",,,"   66",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-26","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   89",",,0","  -83",",,0",,,,,,,"   15",",,0,1800",,,,,,,"   -6",",X,0","   56",",,0",,,"   14",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-27","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    5",",,0,1800","    0",",,0,","    0",",,0,","   94",",,0","  -22",",,0",,,,,,,"    5",",,0,1800",,,,,,,"   17",",,0","   39",",,0",,,"   14",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-28","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  140",",,0,1800","    0",",,0,","    0",",,0,","  150",",,0","   67",",,0",,,,,,,"   30",",,0,1800",,,,,,,,,,,,,"   93",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-29","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  117",",,0","  -17",",,0",,,,,,,"   23",",,0,1800",,,,,,,,,,,,,"   97",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-30","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   89",",,0","  -61",",,0",,,,,,,"   13",",,0,1800",,,,,,,,,,,,,"   19",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1968-12-31","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   58",",,0,1800","    0",",,0,","    0",",,0,","   67",",,0","   22",",,0",,,,,,,"    0",",,0,1800",,,,,,,,,,,,,"    5",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-01","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   67",",,0","  -50",",,0",,,,,,,"   10",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-02","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   67",",,0","  -83",",,0",,,,,,,"   18",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-03","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  122",",,0","  -44",",,0",,,,,,,"   13",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-04","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  100",",,0","  -28",",,0",,,,,,,"   10",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-05","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   28",",,0"," -139",",,0",,,,,,,"    8",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-06","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   22",",,0"," -133",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-07","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   72",",,0","  -78",",,0","    2",",,0",,,,,,,"   15",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-08","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   89",",,0","  -39",",,0",,,,,,,"   18",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-09","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    3",",,0,1800","    0",",,0,","    0",",,0,","  156",",,0","   17",",,0",,,,,,,"    3",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-10","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  111",",,0","  -39",",,0",,,,,,,"   20",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-11","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   78",",,0","  -94",",,0",,,,,,,"   13",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-12","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   89",",,0"," -111",",,0",,,,,,,"    8",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-13","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   83",",,0","  -72",",,0",,,,,,,"   13",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-14","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  106",",,0"," -100",",,0",,,,,,,"    8",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-15","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   94",",,0","  -94",",,0",,,,,,,"   10",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-16","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  122",",,0","  -83",",,0",,,,,,,"    0",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-17","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  156",",,0","  -33",",,0",,,,,,,"   18",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-18","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  144",",,0","   33",",,0",,,,,,,"   10",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-19","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  226",",,0,1800","    0",",,0,","    0",",,0,","  139",",,0","   67",",,0",,,,,,,"    0",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-20","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  396",",,0,1800","    0",",,0,","    0",",,0,","  133",",,0","   17",",,0",,,,,,,"    0",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-21","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    8",",,0,1800","    0",",,0,","    0",",,0,","  150",",,0","   22",",,0",,,,,,,"   20",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-22","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  122",",,0","   50",",,0",,,,,,,"    5",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-23","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   23",",,0,1800","    0",",,0,","    0",",,0,","  111",",,0","   56",",,0",,,,,,,"   43",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-24","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  122",",,0,1800","    0",",,0,","    0",",,0,","  150",",,0","   33",",,0",,,,,,,"   15",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-25","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  156",",,0","  -22",",,0",,,,,,,"   13",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-26","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  117",",,0","  -61",",,0",,,,,,,"   33",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-27","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  100",",,0","    0",",,0",,,,,,,"    8",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-28","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   38",",,0,1800","    0",",,0,","    0",",,0,","   11",",,0","  -17",",,0",,,,,,,"    0",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-29","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   64",",,0,1800","    0",",,0,","    0",",,0,","   44",",,0","    0",",,0",,,,,,,"    0",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-30","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    5",",,0,1800","    0",",,0,","    0",",,0,","  183",",,0","    0",",,0",,,,,,,"   10",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-01-31","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0","T,,0,1800","    0",",,0,","    0",",,0,","  200",",,0","   72",",,0",,,,,,,"    8",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-01","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  104",",,0,1800","    0",",,0,","    0",",,0,","  178",",,0","   83",",,0",,,,,,,"    0",",,0,1800",,,,,,,,,,,,,"   29",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-02","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  411",",,0,1800","    0",",,0,","    0",",,0,","  161",",,0","  106",",,0",,,,,,,"   41",",,0,1800",,,,,,,,,,,,,"   21",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-03","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   64",",,0,1800","    0",",,0,","    0",",,0,","  139",",,0","   56",",,0",,,,,,,"   38",",,0,1800",,,,,,,,,,,,,"   58",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-04","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  117",",,0","  -50",",,0",,,,,,,"    0",",,0,1800",,,,,,,,,,,,,"  103",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-05","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  156",",,0","  -17",",,0",,,,,,,"   46",",,0,1800",,,,,,,,,,,,,"   50",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-06","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   61",",,0,1800","    0",",,0,","    0",",,0,","  139",",,0","   33",",,0",,,,,,,"   15",",,0,1800",,,,,,,,,,,,,"   39",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-07","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   13",",,0,1800","    0",",,0,","    0",",,0,","  106",",,0","   28",",,0",,,,,,,"    5",",,0,1800",,,,,,,,,,,,,"   31",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-08","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  109",",,0,1800","    0",",,0,","    0",",,0,","  100",",,0","   61",",,0",,,,,,,"    0",",,0,1800",,,,,,,,,,,,,"   18",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-09","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   51",",,0,1800","    0",",,0,","    0",",,0,","   89",",,0","   -6",",,0",,,,,,,"   25",",,0,1800",,,,,,,,,,,,,"  108",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-10","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  128",",,0","  -67",",,0",,,,,,,"   38",",,0,1800",,,,,,,,,,,,,"   47",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-11","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  144",",,0","  -44",",,0",,,,,,,"   18",",,0,1800",,,,,,,,,,,,,"   27",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-12","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  133",",,0","  -50",",,0",,,,,,,"   25",",,0,1800",,,,,,,,,,,,,"   58",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-13","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   78",",,0","  -89",",,0",,,,,,,"   13",",,0,1800",,,,,,,,,,,,,"   68",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-14","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   67",",,0","  -94",",,0",,,,,,,"   28",",,0,1800",,,,,,,,,,,,,"   19",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-15","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   56",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,,,"   56",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-16","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","  417",",,0,1800",,,,,"   17",",,0","  -33",",,0",,,,,,,,,,,,,,,,,,,,,"   98",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-17","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","   64",",,0,1800",,,,,"   61",",,0","  -28",",,0",,,,,,,,,,,,,,,,,,,,,"   29",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-18","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","   94",",,0","  -50",",,0",,,,,,,,,,,,,,,,,,,,,"   19",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-19","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  122",",,0","  -78",",,0","    5",",,0",,,,,,,"  137",",,0",,,,,,,,,,,"   35",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-20","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  122",",,0","  -78",",,0",,,,,,,"    0",",,0,1800",,,,,,,,,,,,,"   23",",,0",,,,,,,,,,,,,,,,,,,,
"USC00387113","1969-02-21","35.11667","-81.96667","228.9","CHESNEE 7 WSW, SC US","    0",",,0,1800","    0",",,0,","    0",",,0,","  128",",,0"," -111",",,0",,,,,,,"    0",",,0,1800",,,,,,,,,,,,,"   26",",,0",,,,,,,,,,,,,,,,,,,,
