"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00450641","1929-02-13","47.76667","-120.98333","860.1","BERNE, WA US",,,"    0",",,6"," 1626",",,6","   44",",,6"," -133",",,6","  -17",",,6",,,,,,
"USC00450641","1929-02-14","47.76667","-120.98333","860.1","BERNE, WA US",,,"    0",",,6"," 1600",",,6","   56",",,6"," -111",",,6","   28",",,6",,,,,,
"USC00450641","1929-02-15","47.76667","-120.98333","860.1","BERNE, WA US",,,"    0",",,6"," 1575",",,6","   56",",,6","  -67",",,6","   11",",,6",,,,,,
"USC00450641","1929-02-16","47.76667","-120.98333","860.1","BERNE, WA US",,,"    0",",,6"," 1524",",,6","   33",",,6","  -28",",,6","    0",",,6",,,,,,
"USC00450641","1929-02-17","47.76667","-120.98333","860.1","BERNE, WA US","  102",",,6","  127",",,6"," 1651",",,6","   22",",,6","  -61",",,6","  -50",",,6",,,,,"    1",",,6"
"USC00450641","1929-02-18","47.76667","-120.98333","860.1","BERNE, WA US",,,"    0",",,6"," 1651",",,6","    6",",,6"," -150",",,6","  -17",",,6",,,,,,
"USC00450641","1929-02-19","47.76667","-120.98333","860.1","BERNE, WA US","   18",",,6","   25",",,6"," 1676",",,6","   33",",,6","  -44",",,6","   17",",,6",,,,,"    1",",,6"
"USC00450641","1929-02-20","47.76667","-120.98333","860.1","BERNE, WA US","  127",",,6","  178",",,6"," 1905",",,6","   44",",,6","  -17",",,6","  -11",",,6",,,,,"    1",",,6"
"USC00450641","1929-02-21","47.76667","-120.98333","860.1","BERNE, WA US",,,"    0",",,6"," 1854",",,6","   22",",,6","  -28",",,6","    0",",,6",,,,,,
"USC00450641","1929-02-22","47.76667","-120.98333","860.1","BERNE, WA US","  142",",,6","  203",",,6"," 2134",",,6","   11",",,6"," -100",",,6","    0",",,6",,,,,"    1",",,6"
"USC00450641","1929-02-23","47.76667","-120.98333","860.1","BERNE, WA US","   36",",,6","   51",",,6"," 2134",",I,6","   44",",,6","  -17",",,6","   22",",,6",,,,,"    1",",,6"
"USC00450641","1929-02-24","47.76667","-120.98333","860.1","BERNE, WA US",,,"    0",",I,6"," 2337",",I,6","   44",",,6","    0",",,6","   22",",,6",,,,,,
"USC00450641","1929-02-25","47.76667","-120.98333","860.1","BERNE, WA US",,,"    0",",,6"," 1930",",,6","   44",",,6","  -28",",,6","  -11",",,6",,,,,,
"USC00450641","1929-02-26","47.76667","-120.98333","860.1","BERNE, WA US","  140",",,6","  203",",,6"," 1854",",,6","   17",",,6","  -61",",,6","    6",",I,6",,,,,"    1",",,6"
"USC00450641","1929-02-27","47.76667","-120.98333","860.1","BERNE, WA US",,,"    0",",,6"," 1753",",,6","   33",",,6","   17",",I,6","   11",",,6",,,,,,
"USC00450641","1929-02-28","47.76667","-120.98333","860.1","BERNE, WA US",,,"    0",",,6"," 1727",",,6","   44",",,6","  -11",",,6","   17",",,6",,,,,,
"USC00450641","1929-03-01","47.76667","-120.98333","860.1","BERNE, WA US","  102",",,6",,," 1626",",,6","   44",",,6","   11",",,6","   33",",,6",,,"    1",",,6",,
"USC00450641","1929-03-02","47.76667","-120.98333","860.1","BERNE, WA US",,,,," 1473",",,6","   67",",,6","   11",",,6","   33",",,6",,,,,,
"USC00450641","1929-03-03","47.76667","-120.98333","860.1","BERNE, WA US",,,,," 1372",",,6","  106",",,6","  -22",",,6","   61",",,6",,,,,,
"USC00450641","1929-03-04","47.76667","-120.98333","860.1","BERNE, WA US",,,,," 1168",",,6","  144",",,6","   11",",,6","  106",",,6",,,,,,
"USC00450641","1929-03-05","47.76667","-120.98333","860.1","BERNE, WA US","   25",",,6","   25",",,6"," 1067",",,6","  128",",,6","  -17",",,6","  -17",",,6",,,,,"    1",",,6"
"USC00450641","1929-03-06","47.76667","-120.98333","860.1","BERNE, WA US",,,,," 1016",",,6","   56",",,6","  -33",",,6","   33",",,6",,,,,,
"USC00450641","1929-03-07","47.76667","-120.98333","860.1","BERNE, WA US",,,,," 1016",",,6","   56",",,6","    0",",,6","   17",",,6",,,,,,
"USC00450641","1929-03-08","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  940",",,6","   61",",,6","  -17",",,6","   39",",,6",,,,,,
"USC00450641","1929-03-09","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  940",",,6","   78",",,6","   -6",",,6","   33",",,6",,,,,,
"USC00450641","1929-03-10","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  940",",,6","   72",",,6","  -11",",,6","   22",",,6",,,,,,
"USC00450641","1929-03-11","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  914",",,6","   56",",,6","  -28",",,6","   11",",,6",,,,,,
"USC00450641","1929-03-12","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  914",",,6","   78",",,6","  -67",",,6","   44",",,6",,,,,,
"USC00450641","1929-03-13","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  914",",,6","   83",",,6","  -56",",,6","   56",",,6",,,,,,
"USC00450641","1929-03-14","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  838",",,6","  117",",,6","  -61",",,6","   94",",,6",,,,,,
"USC00450641","1929-03-15","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  838",",,6","  100",",,6","  -11",",,6","   72",",,6",,,,,,
"USC00450641","1929-03-16","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  787",",,6","  111",",,6","  -28",",,6","   56",",,6",,,,,,
"USC00450641","1929-03-17","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  762",",,6","  122",",,6","  -44",",,6","   94",",,6",,,,,,
"USC00450641","1929-03-18","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  762",",,6","  150",",,6","  -44",",,6","  122",",,6",,,,,,
"USC00450641","1929-03-19","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  762",",,6","  150",",,6","  -28",",,6","  111",",,6",,,,,,
"USC00450641","1929-03-20","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  762",",,6","  144",",,6","  -11",",,6","   89",",,6",,,,,,
"USC00450641","1929-03-21","47.76667","-120.98333","860.1","BERNE, WA US","   76",",,6","   76",",,6","  660",",,6","  133",",,6","  -11",",,6","  -11",",,6",,,,,"    1",",,6"
"USC00450641","1929-03-22","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  762",",,6","   22",",,6","  -33",",,6","    6",",,6",,,,,,
"USC00450641","1929-03-23","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  711",",,6","   33",",,6","  -39",",,6","  -11",",,6",,,,,,
"USC00450641","1929-03-24","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  711",",,6","   56",",,6","  -17",",,6","   11",",,6",,,,,,
"USC00450641","1929-03-25","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  711",",,6","   89",",,6","  -44",",,6","   28",",,6",,,,,,
"USC00450641","1929-03-26","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  711",",,6","   83",",,6","  -28",",,6","   28",",,6",,,,,,
"USC00450641","1929-03-27","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  635",",,6","   78",",,6","    0",",,6","   67",",,6",,,,,,
"USC00450641","1929-03-28","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  635",",,6","   89",",,6","  -17",",,6","  -11",",,6",,,,,,
"USC00450641","1929-03-29","47.76667","-120.98333","860.1","BERNE, WA US","  203",",,6","  279",",,6","  914",",,6","   67",",,6","  -94",",,6","   33",",,6",,,,,"    1",",,6"
"USC00450641","1929-03-30","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  914",",,6","   33",",,6"," -117",",,6","  -17",",,6",,,,,,
"USC00450641","1929-03-31","47.76667","-120.98333","860.1","BERNE, WA US",,,,,"  813",",,6","   33",",,6","  -33",",,6","   11",",,6",,,,,,
"USC00450641","1929-07-20","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  144",",,6","   44",",,6","  139",",,6",,,,,,
"USC00450641","1929-07-21","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  244",",,6","   56",",,6","  144",",,6",,,,,,
"USC00450641","1929-07-22","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  167",",,6","   72",",,6","  161",",,6",,,,,,
"USC00450641","1929-07-23","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  256",",,6","  117",",,6","  133",",,6",,,,,,
"USC00450641","1929-07-24","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  194",",,6","   39",",,6","  128",",,6",,,,,,
"USC00450641","1929-07-25","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  250",",,6","   89",",,6","  117",",,6",,,,,,
"USC00450641","1929-07-26","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  150",",,6","   39",",,6","  122",",,6",,,,,,
"USC00450641","1929-07-27","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  261",",,6","   61",",,6","  194",",,6",,,,,,
"USC00450641","1929-07-28","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  261",",,6","   44",",,6","  200",",,6",,,,,,
"USC00450641","1929-07-29","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  317",",,6","  122",",,6","  217",",,6",,,,,,
"USC00450641","1929-07-30","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  272",",,6","  139",",,6","  100",",I,6",,,,,,
"USC00450641","1929-07-31","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  322",",,6","  144",",,6","  194",",,6",,,,,,
"USC00450641","1929-08-01","47.76667","-120.98333","860.1","BERNE, WA US","    3",",,6",,,,,"  283",",,6","  106",",,6","  217",",,6",,,,,,
"USC00450641","1929-08-02","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  294",",,6","  122",",,6","  139",",,6",,,,,,
"USC00450641","1929-08-03","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  183",",,6","  106",",,6","  117",",,6",,,,,,
"USC00450641","1929-08-04","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  189",",,6","   72",",,6","  139",",,6",,,,,,
"USC00450641","1929-08-05","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  244",",,6","   72",",,6","  150",",,6",,,,,,
"USC00450641","1929-08-06","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  294",",,6","   33",",,6","  189",",,6",,,,,,
"USC00450641","1929-08-07","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  267",",,6","   89",",,6","  200",",,6",,,,,,
"USC00450641","1929-08-08","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  256",",,6","   61",",,6","  222",",,6",,,,,,
"USC00450641","1929-08-09","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  289",",,6","   56",",,6","  161",",,6",,,,,,
"USC00450641","1929-08-10","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  200",",,6","   44",",,6","  206",",,6",,,,,,
"USC00450641","1929-08-11","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  283",",,6","   56",",,6","  172",",,6",,,,,,
"USC00450641","1929-08-12","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  278",",,6","   56",",,6","  194",",,6",,,,,,
"USC00450641","1929-08-13","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  267",",,6","   67",",,6","  178",",,6",,,,,,
"USC00450641","1929-08-14","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  228",",,6","   56",",,6","  156",",,6",,,,,,
"USC00450641","1929-08-15","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  211",",,6","   33",",,6","  161",",,6",,,,,,
"USC00450641","1929-08-16","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  278",",,6","   28",",,6","  183",",,6",,,,,,
"USC00450641","1929-08-17","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  278",",,6","   67",",,6","  167",",,6",,,,,,
"USC00450641","1929-08-18","47.76667","-120.98333","860.1","BERNE, WA US","  104",",,6",,,,,"  222",",,6","    0",",,6","  100",",,6",,,,,,
"USC00450641","1929-08-19","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  217",",,6","   22",",,6","  161",",,6",,,,,,
"USC00450641","1929-08-20","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  194",",,6","   89",",,6","  144",",,6",,,,,,
"USC00450641","1929-08-21","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  200",",,6","   94",",,6","  128",",,6",,,,,,
"USC00450641","1929-08-22","47.76667","-120.98333","860.1","BERNE, WA US","    3",",,6",,,,,"  194",",,6","  111",",,6","  128",",,6",,,,,,
"USC00450641","1929-08-23","47.76667","-120.98333","860.1","BERNE, WA US","   46",",,6",,,,,"  128",",,6","   28",",,6","  128",",,6",,,,,,
"USC00450641","1929-08-24","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  206",",,6","   33",",,6","  161",",,6",,,,,,
"USC00450641","1929-08-25","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  206",",,6","   78",",,6","  167",",,6",,,,,,
"USC00450641","1929-08-26","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,"  267",",,6","  100",",,6","  178",",,6",,,,,,
"USC00450641","1929-08-27","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,,,"  122",",,6","  228",",,6",,,,,,
"USC00450641","1929-08-28","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,,,"  122",",,6","  172",",,6",,,,,,
"USC00450641","1929-08-29","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,,,"   83",",,6","  172",",,6",,,,,,
"USC00450641","1929-08-30","47.76667","-120.98333","860.1","BERNE, WA US",,,,,,,,,"  156",",,6","  156",",,6",,,,,,
"USC00450641","1929-08-31","47.76667","-120.98333","860.1","BERNE, WA US","   79",",,6",,,,,"  189",",,6","   89",",,6","  133",",,6",,,,,,
"USC00450641","1929-09-01","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  178",",,6","   56",",,6","  122",",,6",,,,,,
"USC00450641","1929-09-02","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  178",",,6","   22",",,6","   61",",,6",,,,,,
"USC00450641","1929-09-03","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  217",",,6","   50",",,6","  139",",,6",,,,,,
"USC00450641","1929-09-04","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  217",",,6","   72",",,6","  144",",,6",,,,,,
"USC00450641","1929-09-05","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  200",",,6","   11",",,6","   94",",,6",,,,,,
"USC00450641","1929-09-06","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  200",",,6","   33",",,6","  167",",,6",,,,,,
"USC00450641","1929-09-07","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  222",",,6","   39",",,6","  111",",,6",,,,,,
"USC00450641","1929-09-08","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  206",",,6","   67",",,6","  150",",,6",,,,,,
"USC00450641","1929-09-09","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  250",",,6","   50",",,6","  150",",,6",,,,,,
"USC00450641","1929-09-10","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  267",",,6","   94",",,6","  200",",,6",,,,,,
"USC00450641","1929-09-11","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  250",",,6","   78",",,6","  133",",,6",,,,,,
"USC00450641","1929-09-12","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  289",",,6","   72",",,6","  133",",,6",,,,,,
"USC00450641","1929-09-13","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  300",",,6","  111",",,6","  183",",,6",,,,,,
"USC00450641","1929-09-14","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  239",",,6","   44",",,6","  111",",,6",,,,,,
"USC00450641","1929-09-15","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  267",",,6","   56",",,6","  156",",,6",,,,,,
"USC00450641","1929-09-16","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  211",",,6","   72",",,6","  139",",,6",,,,,,
"USC00450641","1929-09-17","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  222",",,6","  117",",,6","  156",",,6",,,,,,
"USC00450641","1929-09-18","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  250",",,6","   89",",,6","  117",",,6",,,,,,
"USC00450641","1929-09-19","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  178",",,6","   83",",,6","   83",",,6",,,,,,
"USC00450641","1929-09-20","47.76667","-120.98333","860.1","BERNE, WA US","   25",",,6",,,,,"   94",",,6","   33",",,6","   56",",,6",,,,,,
"USC00450641","1929-09-21","47.76667","-120.98333","860.1","BERNE, WA US","   43",",,6",,,,,"   72",",,6","   44",",,6","   44",",,6",,,,,,
"USC00450641","1929-09-22","47.76667","-120.98333","860.1","BERNE, WA US","    3",",,6",,,,,"   72",",,6","   33",",,6","   61",",,6",,,,,,
"USC00450641","1929-09-23","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,,,,,,,,,,,,
"USC00450641","1929-09-24","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"   94",",,6","   22",",,6","   28",",,6",,,,,,
"USC00450641","1929-09-25","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  100",",,6","   28",",,6","   56",",,6",,,,,,
"USC00450641","1929-09-26","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  150",",,6","    0",",,6","    0",",,6",,,,,,
"USC00450641","1929-09-27","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  161",",,6","    0",",,6","   22",",,6",,,,,,
"USC00450641","1929-09-28","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  172",",,6","   -6",",,6","    0",",,6",,,,,,
"USC00450641","1929-09-29","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  156",",,6","  -11",",,6","   56",",,6",,,,,,
"USC00450641","1929-09-30","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  189",",,6","  -11",",,6","   78",",,6",,,,,,
"USC00450641","1929-10-01","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  200",",,6","   11",",,6","  111",",,6",,,,,,
"USC00450641","1929-10-02","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  194",",,6","   67",",,6","  111",",,6",,,,,,
"USC00450641","1929-10-03","47.76667","-120.98333","860.1","BERNE, WA US","   66",",,6",,,,,"  144",",,6","   89",",,6","  133",",,6",,,,,,
"USC00450641","1929-10-04","47.76667","-120.98333","860.1","BERNE, WA US","   97",",,6",,,,,"  178",",,6","   67",",,6","  111",",,6",,,,,,
"USC00450641","1929-10-05","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  122",",,6","  -17",",,6","  117",",,6",,,,,,
"USC00450641","1929-10-06","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  144",",,6","  -28",",,6","    0",",,6",,,,,,
"USC00450641","1929-10-07","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  156",",,6","  -11",",,6","   44",",,6",,,,,,
"USC00450641","1929-10-08","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  133",",,6","   44",",,6","   50",",,6",,,,,,
"USC00450641","1929-10-09","47.76667","-120.98333","860.1","BERNE, WA US","   25",",,6",,,,,"   78",",,6","   33",",I,6","   22",",I,6",,,,,,
"USC00450641","1929-10-10","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  117",",,6","  -11",",,6","   33",",,6",,,,,,
"USC00450641","1929-10-11","47.76667","-120.98333","860.1","BERNE, WA US","   13",",,6",,,,,"   78",",,6","   39",",,6","   56",",,6",,,,,,
"USC00450641","1929-10-12","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  156",",,6","    0",",,6","   17",",,6",,,,,,
"USC00450641","1929-10-13","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  167",",,6","   11",",,6","   89",",,6",,,,,,
"USC00450641","1929-10-14","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  206",",,6","   56",",,6","  117",",,6",,,,,,
"USC00450641","1929-10-15","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  206",",,6","   11",",,6","   72",",,6",,,,,,
"USC00450641","1929-10-16","47.76667","-120.98333","860.1","BERNE, WA US","   15",",,6",,,,,"  200",",,6","  -11",",,6","   56",",,6",,,,,,
"USC00450641","1929-10-17","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"   94",",,6","  -50",",,6","   44",",,6",,,,,,
"USC00450641","1929-10-18","47.76667","-120.98333","860.1","BERNE, WA US","   38",",,6",,,,,"   89",",,6","   33",",,6","   83",",,6",,,,,,
"USC00450641","1929-10-19","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,,,,,,,,,,,,
"USC00450641","1929-10-20","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  200",",,6","    6",",,6","   89",",,6",,,,,,
"USC00450641","1929-10-21","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  194",",,6","    6",",,6","   33",",,6",,,,,,
"USC00450641","1929-10-22","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  167",",,6","   17",",,6","   22",",,6",,,,,,
"USC00450641","1929-10-23","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  167",",,6","   -6",",,6","   56",",,6",,,,,,
"USC00450641","1929-10-24","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  183",",,6","   39",",,6","  100",",,6",,,,,,
"USC00450641","1929-10-25","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  178",",,6","   61",",,6","  111",",,6",,,,,,
"USC00450641","1929-10-26","47.76667","-120.98333","860.1","BERNE, WA US","  127",",,6",,,,,"  150",",,6","   17",",,6","   89",",I,6",,,,,,
"USC00450641","1929-10-27","47.76667","-120.98333","860.1","BERNE, WA US","   13",",,6",,,,,"   44",",I,6","    0",",,6","   11",",,6",,,,,,
"USC00450641","1929-10-28","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"   72",",,6","  -33",",,6","  -17",",,6",,,,,,
"USC00450641","1929-10-29","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"   89",",,6","  -17",",,6","   56",",,6",,,,,,
"USC00450641","1929-10-30","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  100",",,6","  -17",",,6","   -6",",,6",,,,,,
"USC00450641","1929-10-31","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  128",",,6","   -6",",,6","   72",",,6",,,,,,
"USC00450641","1929-11-01","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  117",",,6","   33",",,6","   44",",,6",,,,,,
"USC00450641","1929-11-02","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  106",",,6","  -39",",,6","  -33",",,6",,,,,,
"USC00450641","1929-11-03","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"   78",",,6","  -33",",,6","   11",",,6",,,,,,
"USC00450641","1929-11-04","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"  144",",,6","  -22",",,6","  -11",",,6",,,,,,
"USC00450641","1929-11-05","47.76667","-120.98333","860.1","BERNE, WA US","   46",",,6",,,,,"   94",",,6","  -11",",,6","   33",",,6",,,,,,
"USC00450641","1929-11-06","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"   61",",,6","  -22",",,6","  -11",",,6",,,,,,
"USC00450641","1929-11-07","47.76667","-120.98333","860.1","BERNE, WA US","    0","P,,6",,,,,"   89",",,6","  -39",",,6","  -11",",,6",,,,,,
"USC00450641","1929-11-08","47.76667","-120.98333","860.1","BERNE, WA US","    8",",,6",,,,,"   72",",,6","  -22",",,6","   44",",,6",,,,,,
"USC00450641","1929-11-09","47.76667","-120.98333","860.1","BERNE, WA US","    8",",,6","   25",",,6","   25",",,6","   50",",,6","  -22",",,6","  -11",",,6",,,,,,
