datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
2/1/2025 6:00:00 AM,2/1/2025 1:00:00 AM,RFC,MIDATL,DPL,EASTON,22.037,True
2/1/2025 6:00:00 AM,2/1/2025 1:00:00 AM,SERC,WEST,EKPC,EKPC,1510.014,True
2/1/2025 6:00:00 AM,2/1/2025 1:00:00 AM,RFC,MIDATL,JC,JC,2036.170,True
2/1/2025 6:00:00 AM,2/1/2025 1:00:00 AM,RFC,MIDATL,ME,ME,1504.937,True
2/1/2025 6:00:00 AM,2/1/2025 1:00:00 AM,RFC,WEST,ATSI,OE,6678.580,True
2/1/2025 6:00:00 AM,2/1/2025 1:00:00 AM,RFC,WEST,OVEC,OVEC,46.000,True
2/1/2025 6:00:00 AM,2/1/2025 1:00:00 AM,RFC,WEST,ATSI,PAPWR,521.770,True
2/1/2025 6:00:00 AM,2/1/2025 1:00:00 AM,RFC,MIDATL,PE,PE,3624.383,True
2/1/2025 6:00:00 AM,2/1/2025 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2207.333,True
2/1/2025 6:00:00 AM,2/1/2025 1:00:00 AM,RFC,MIDATL,PL,PLCO,4128.885,False
2/1/2025 6:00:00 AM,2/1/2025 1:00:00 AM,RFC,MIDATL,PN,PN,1696.847,True
2/1/2025 6:00:00 AM,2/1/2025 1:00:00 AM,RFC,MIDATL,PS,PS,4173.709,True
2/1/2025 6:00:00 AM,2/1/2025 1:00:00 AM,RFC,MIDATL,RECO,RECO,129.273,False
2/1/2025 6:00:00 AM,2/1/2025 1:00:00 AM,RFC,MIDATL,PEP,SMECO,320.262,True
2/1/2025 6:00:00 AM,2/1/2025 1:00:00 AM,RFC,MIDATL,PL,UGI,117.409,True
2/1/2025 6:00:00 AM,2/1/2025 1:00:00 AM,RFC,MIDATL,AE,VMEU,68.310,True
2/1/2025 6:00:00 AM,2/1/2025 1:00:00 AM,RTO,RTO,RTO,RTO,80931.909,False
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,817.329,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,WEST,AEP,AEPAPT,3917.301,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,WEST,AEP,AEPIMP,2858.646,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,WEST,AEP,AEPKPT,592.353,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,WEST,AEP,AEPOPT,6589.865,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,WEST,AP,AP,4949.352,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,MIDATL,BC,BC,2789.561,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,WEST,CE,CE,9781.157,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,WEST,DAY,DAY,1763.680,False
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,WEST,DEOK,DEOK,2563.131,False
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,SERC,SOUTH,DOM,DOM,12049.523,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,MIDATL,DPL,DPLCO,1626.906,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,WEST,DUQ,DUQ,1335.631,False
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,MIDATL,DPL,EASTON,21.537,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,SERC,WEST,EKPC,EKPC,1495.571,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,MIDATL,JC,JC,1984.502,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,MIDATL,ME,ME,1476.386,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,WEST,ATSI,OE,6524.479,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,WEST,OVEC,OVEC,37.000,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,WEST,ATSI,PAPWR,565.387,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,MIDATL,PE,PE,3535.212,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,2129.453,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,MIDATL,PL,PLCO,4052.178,False
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,MIDATL,PN,PN,1678.230,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,MIDATL,PS,PS,4061.954,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,MIDATL,RECO,RECO,125.542,False
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,MIDATL,PEP,SMECO,310.752,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,MIDATL,PL,UGI,116.016,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RFC,MIDATL,AE,VMEU,67.278,True
2/1/2025 7:00:00 AM,2/1/2025 2:00:00 AM,RTO,RTO,RTO,RTO,79815.912,False
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,804.676,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,WEST,AEP,AEPAPT,3935.476,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,WEST,AEP,AEPIMP,2883.169,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,WEST,AEP,AEPKPT,596.404,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,WEST,AEP,AEPOPT,6615.429,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,WEST,AP,AP,4972.648,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,MIDATL,BC,BC,2778.073,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,WEST,CE,CE,9669.064,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,WEST,DAY,DAY,1786.690,False
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,WEST,DEOK,DEOK,2566.268,False
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,SERC,SOUTH,DOM,DOM,11984.612,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,MIDATL,DPL,DPLCO,1614.944,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,WEST,DUQ,DUQ,1334.644,False
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,MIDATL,DPL,EASTON,21.735,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,SERC,WEST,EKPC,EKPC,1543.031,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,MIDATL,JC,JC,1965.286,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,MIDATL,ME,ME,1474.845,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,WEST,ATSI,OE,6513.763,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,WEST,OVEC,OVEC,38.000,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,WEST,ATSI,PAPWR,567.468,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,MIDATL,PE,PE,3501.049,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,2122.410,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,MIDATL,PL,PLCO,4041.037,False
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,MIDATL,PN,PN,1696.158,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,MIDATL,PS,PS,4016.296,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,MIDATL,RECO,RECO,124.732,False
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,MIDATL,PEP,SMECO,310.493,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,MIDATL,PL,UGI,117.847,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RFC,MIDATL,AE,VMEU,66.582,True
2/1/2025 8:00:00 AM,2/1/2025 3:00:00 AM,RTO,RTO,RTO,RTO,79662.829,False
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,805.142,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,WEST,AEP,AEPAPT,4011.622,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,WEST,AEP,AEPIMP,2915.282,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,WEST,AEP,AEPKPT,607.172,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,WEST,AEP,AEPOPT,6739.036,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,WEST,AP,AP,5066.985,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,MIDATL,BC,BC,2816.523,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,WEST,CE,CE,9622.975,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,WEST,DAY,DAY,1815.690,False
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,WEST,DEOK,DEOK,2605.806,False
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,SERC,SOUTH,DOM,DOM,12116.767,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,MIDATL,DPL,DPLCO,1635.443,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,WEST,DUQ,DUQ,1350.327,False
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,MIDATL,DPL,EASTON,22.329,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,SERC,WEST,EKPC,EKPC,1575.747,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,MIDATL,JC,JC,1987.653,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,MIDATL,ME,ME,1501.663,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,WEST,ATSI,OE,6632.433,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,WEST,OVEC,OVEC,34.000,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,WEST,ATSI,PAPWR,574.080,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,MIDATL,PE,PE,3562.075,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,2145.840,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,MIDATL,PL,PLCO,4171.369,False
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,MIDATL,PN,PN,1729.278,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,MIDATL,PS,PS,4036.622,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,MIDATL,RECO,RECO,125.047,False
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,MIDATL,PEP,SMECO,320.566,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,MIDATL,PL,UGI,120.504,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RFC,MIDATL,AE,VMEU,67.406,True
2/1/2025 9:00:00 AM,2/1/2025 4:00:00 AM,RTO,RTO,RTO,RTO,80715.382,False
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,830.576,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,WEST,AEP,AEPAPT,4105.961,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,WEST,AEP,AEPIMP,3004.619,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,WEST,AEP,AEPKPT,621.911,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,WEST,AEP,AEPOPT,6902.519,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,WEST,AP,AP,5251.101,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,MIDATL,BC,BC,2944.064,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,WEST,CE,CE,9717.813,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,WEST,DAY,DAY,1870.690,False
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,WEST,DEOK,DEOK,2706.381,False
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,SERC,SOUTH,DOM,DOM,12403.642,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,MIDATL,DPL,DPLCO,1702.578,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,WEST,DUQ,DUQ,1382.207,False
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,MIDATL,DPL,EASTON,23.267,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,SERC,WEST,EKPC,EKPC,1609.686,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,MIDATL,JC,JC,2059.409,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,MIDATL,ME,ME,1573.304,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,WEST,ATSI,OE,6749.039,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,WEST,OVEC,OVEC,33.000,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,WEST,ATSI,PAPWR,597.649,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,MIDATL,PE,PE,3690.671,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,2196.235,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,MIDATL,PL,PLCO,4348.257,False
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,MIDATL,PN,PN,1793.462,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,MIDATL,PS,PS,4150.131,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,MIDATL,RECO,RECO,128.199,False
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,MIDATL,PEP,SMECO,340.269,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,MIDATL,PL,UGI,122.713,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RFC,MIDATL,AE,VMEU,69.041,True
2/1/2025 10:00:00 AM,2/1/2025 5:00:00 AM,RTO,RTO,RTO,RTO,82928.394,False
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,876.924,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,WEST,AEP,AEPAPT,4272.932,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,WEST,AEP,AEPIMP,3023.366,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,WEST,AEP,AEPKPT,637.953,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,WEST,AEP,AEPOPT,7114.844,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,WEST,AP,AP,5461.022,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,MIDATL,BC,BC,3128.919,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,WEST,CE,CE,9920.904,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,WEST,DAY,DAY,1944.690,False
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,WEST,DEOK,DEOK,2832.283,False
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,SERC,SOUTH,DOM,DOM,12880.149,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,MIDATL,DPL,DPLCO,1824.996,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,WEST,DUQ,DUQ,1438.983,False
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,MIDATL,DPL,EASTON,25.642,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,SERC,WEST,EKPC,EKPC,1644.832,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,MIDATL,JC,JC,2173.511,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,MIDATL,ME,ME,1660.942,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,WEST,ATSI,OE,6967.269,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,WEST,OVEC,OVEC,40.000,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,WEST,ATSI,PAPWR,613.103,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,MIDATL,PE,PE,3959.731,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,2283.893,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,MIDATL,PL,PLCO,4613.890,False
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,MIDATL,PN,PN,1871.887,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,MIDATL,PS,PS,4306.663,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,MIDATL,RECO,RECO,133.535,False
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,MIDATL,PEP,SMECO,363.313,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,MIDATL,PL,UGI,130.165,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RFC,MIDATL,AE,VMEU,72.579,True
2/1/2025 11:00:00 AM,2/1/2025 6:00:00 AM,RTO,RTO,RTO,RTO,86218.920,False
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,909.073,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,WEST,AEP,AEPAPT,4457.263,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,WEST,AEP,AEPIMP,3087.053,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,WEST,AEP,AEPKPT,658.661,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,WEST,AEP,AEPOPT,7380.972,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,WEST,AP,AP,5711.847,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,MIDATL,BC,BC,3299.830,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,WEST,CE,CE,10254.724,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,WEST,DAY,DAY,2045.400,False
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,WEST,DEOK,DEOK,2995.573,False
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,SERC,SOUTH,DOM,DOM,13396.028,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,MIDATL,DPL,DPLCO,1952.063,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,WEST,DUQ,DUQ,1473.338,False
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,MIDATL,DPL,EASTON,28.460,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,SERC,WEST,EKPC,EKPC,1738.180,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,MIDATL,JC,JC,2296.185,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,MIDATL,ME,ME,1763.079,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,WEST,ATSI,OE,7142.400,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,WEST,OVEC,OVEC,40.000,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,WEST,ATSI,PAPWR,621.642,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,MIDATL,PE,PE,4210.671,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,2464.357,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,MIDATL,PL,PLCO,4889.228,False
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,MIDATL,PN,PN,1957.083,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,MIDATL,PS,PS,4457.400,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,MIDATL,RECO,RECO,140.588,False
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,MIDATL,PEP,SMECO,393.458,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,MIDATL,PL,UGI,138.171,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RFC,MIDATL,AE,VMEU,74.683,True
2/1/2025 12:00:00 PM,2/1/2025 7:00:00 AM,RTO,RTO,RTO,RTO,89977.410,False
2/1/2025 1:00:00 PM,2/1/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,888.349,True
2/1/2025 1:00:00 PM,2/1/2025 8:00:00 AM,RFC,WEST,AEP,AEPAPT,4551.209,True
2/1/2025 1:00:00 PM,2/1/2025 8:00:00 AM,RFC,WEST,AEP,AEPIMP,3178.535,True
2/1/2025 1:00:00 PM,2/1/2025 8:00:00 AM,RFC,WEST,AEP,AEPKPT,685.820,True
2/1/2025 1:00:00 PM,2/1/2025 8:00:00 AM,RFC,WEST,AEP,AEPOPT,7511.109,True
2/1/2025 1:00:00 PM,2/1/2025 8:00:00 AM,RFC,WEST,AP,AP,5911.574,True
2/1/2025 1:00:00 PM,2/1/2025 8:00:00 AM,RFC,MIDATL,BC,BC,3419.770,True
